آ	اس	0.230769
آسیبی	به	0.315789
آسیبی	که	0.210526
آسیبی	جدی	0.157895
آسیبی	وارد	0.157895
آشفته	در	0.250000
آشکار	و	0.161616
آشکار	میکند	0.090909
آشکار	کرد	0.070707
آشکار	شد	0.060606
آشکار	است	0.050505
آشکار	شدن	0.050505
آشکار	در	0.040404
آشکار	کند	0.040404
آشکار	شده	0.040404
آشکار	می	0.040404
آغوش	گرفتند	0.153846
آغوش	باز	0.115385
آفتاب	و	0.119048
آفتاب	در	0.095238
آفتاب	قرار	0.071429
آفتاب	سوزان	0.071429
آلمان	و	0.137441
آلمان	در	0.109005
آلمان	به	0.052133
آلمان	را	0.042654
آلمان	با	0.037915
آلمان	از	0.033175
آلمان	اعلام	0.033175
آلمان	که	0.028436
آلمان	است	0.028436
آلمان	غربی	0.018957
آلمان	درباره	0.014218
آلمان	برای	0.014218
آلمان	پس	0.014218
آلمان	امروز	0.014218
آمبولانس	به	0.243243
آمبولانس	و	0.189189
آمبولانس	اورژانس	0.108108
آمبولانس	در	0.081081
آمده	است	0.467456
آمده	بود	0.102071
آمده	و	0.081361
آمده	که	0.057692
آمده	بودند	0.045858
آمده	از	0.025148
آمده	در	0.022189
آمده	اند	0.020710
آمده	به	0.011834
آمده	برای	0.008876
آمده	تا	0.007396
آمده	را	0.007396
آمده	با	0.007396
آمده	باشد	0.005917
آمده	بوده	0.004438
آمده	این	0.004438
آمریکا	در	0.164622
آمریکا	و	0.140593
آمریکا	به	0.074642
آمریکا	از	0.047035
آمریکا	را	0.041411
آمریکا	با	0.039366
آمریکا	برای	0.030675
آمریکا	روز	0.014315
آمریکا	که	0.014315
آمریکا	هم	0.011759
آمریکا	است	0.011247
آمریکا	اعلام	0.009714
آمریکا	درباره	0.008691
آمریکا	قرار	0.008691
آمریکا	گفت	0.008180
آمریکا	این	0.007669
آمریکا	علیه	0.007669
آمریکا	شد	0.006135
آمریکا	امروز	0.006135
آمریکا	بر	0.006135
آمریکا	شده	0.005624
آمریکا	باید	0.005624
آمریکا	همچنین	0.005624
آمریکا	بود	0.005112
آمریکا	تا	0.004090
آمریکا	هستند	0.004090
آمریکا	می	0.003579
آمریکا	منتشر	0.003579
آمریکا	بوده	0.003579
آمریکا	انجام	0.003579
آمریکا	پس	0.003579
آمریکا	قصد	0.003579
آمریکا	همچنان	0.003067
آمریکا	شود	0.003067
آمریکا	چه	0.002556
آمریکا	یا	0.002556
آمریکا	بعد	0.002556
آمریکا	دست	0.002556
آمریکا	گفته	0.002556
آمریکا	فرانسه	0.002045
آمریکایی	در	0.143820
آمریکایی	به	0.087640
آمریکایی	و	0.069663
آمریکایی	که	0.047191
آمریکایی	از	0.047191
آمریکایی	را	0.047191
آمریکایی	با	0.047191
آمریکایی	است	0.042697
آمریکایی	ها	0.042697
آمریکایی	این	0.015730
آمریکایی	گزارش	0.015730
آمریکایی	بود	0.011236
آمریکایی	نوشت	0.011236
آمریکایی	برای	0.011236
آمریکایی	گفت	0.011236
آمریکایی	هستند	0.008989
آمریکایی	همچنین	0.008989
آمریکایی	اش	0.006742
آمریکایی	امروز	0.006742
آمریکایی	تلاش	0.006742
آمریکایی	هم	0.006742
آمریکایی	خواهد	0.006742
آمریکایی	خود	0.006742
آمریکایی	درباره	0.006742
آمریکایی	وال	0.006742
آمریکایی	علیه	0.006742
آمریکایی	اعلام	0.006742
آمریکایی	خبر	0.006742
آن	را	0.163027
آن	در	0.048318
آن	به	0.046310
آن	است	0.036647
آن	زمان	0.030371
آن	هم	0.027610
آن	ها	0.026481
آن	از	0.018072
آن	با	0.016064
آن	برای	0.009287
آن	روز	0.008911
آن	استفاده	0.008660
آن	که	0.008032
آن	بود	0.007656
آن	چیزی	0.007530
آن	و	0.007279
آن	وجود	0.006777
آن	توجه	0.005899
آن	هستند	0.005773
آن	هستیم	0.005648
آن	بر	0.005648
آن	اشاره	0.005146
آن	حضرت	0.005146
آن	صورت	0.004769
آن	یک	0.004644
آن	موقع	0.004644
آن	خود	0.004393
آن	کشور	0.004016
آن	حضور	0.003891
آن	قرار	0.003891
آن	دسته	0.003765
آن	باید	0.003640
آن	وقت	0.003640
آن	بازی	0.003514
آن	طرف	0.003514
آن	این	0.003514
آن	دو	0.003263
آن	انجام	0.003138
آن	نیست	0.003138
آن	سال	0.003138
آنان	را	0.134211
آنان	در	0.115789
آنان	به	0.065789
آنان	از	0.047368
آنان	است	0.044737
آنان	با	0.039474
آنان	و	0.034211
آنان	که	0.031579
آنان	برای	0.021053
آنان	بر	0.010526
آنان	همچنین	0.010526
آنان	وارد	0.010526
آنان	هستیم	0.010526
آنان	باید	0.007895
آنان	هم	0.007895
آنان	نیست	0.007895
آنها	را	0.166380
آنها	به	0.077320
آنها	در	0.075888
آنها	از	0.030928
آنها	با	0.027778
آنها	برای	0.023196
آنها	هم	0.021764
آنها	و	0.018041
آنها	استفاده	0.010309
آنها	باید	0.010309
آنها	که	0.010023
آنها	است	0.008591
آنها	این	0.006873
آنها	بود	0.006300
آنها	حتی	0.006014
آنها	کمک	0.006014
آنها	قرار	0.006014
آنها	می	0.005727
آنها	هستند	0.004868
آنها	بر	0.004582
آنها	وجود	0.004296
آنها	همچنین	0.004009
آنها	ممکن	0.003723
آنها	شد	0.003723
آنها	اجازه	0.003723
آنها	نسبت	0.003436
آنها	اقدام	0.003436
آنها	اشاره	0.003150
آنها	یک	0.003150
آنها	باشد	0.003150
آنها	زیر	0.002864
آنها	انجام	0.002864
آنها	بسیار	0.002864
آنها	هستیم	0.002864
آنها	اعلام	0.002577
آنها	بیشتر	0.002577
آنها	تا	0.002577
آنها	توجه	0.002577
آنها	چه	0.002577
آنها	هنوز	0.002577
آوردن	به	0.153846
آوردن	یک	0.076923
آوری	شده	0.147541
آوری	و	0.147541
آوری	اطلاعات	0.065574
آوری	در	0.049180
آگوست	در	0.142857
آگوست	به	0.107143
آیا	این	0.146209
آیا	در	0.041516
آیا	با	0.039711
آیا	به	0.034296
آیا	از	0.023466
آیا	آنها	0.021661
آیا	واقعا	0.018051
آیا	او	0.016245
آیا	همه	0.016245
آیا	شما	0.014440
آیا	می	0.014440
آیا	نباید	0.014440
آیا	ما	0.012635
آیا	باید	0.010830
آیا	برای	0.010830
آیا	تا	0.010830
آیا	چنین	0.009025
آیا	دولت	0.009025
آیا	مجلس	0.007220
آیا	آن	0.007220
آیا	اگر	0.007220
آیا	امکان	0.007220
آیا	چیزی	0.007220
آیا	شرایط	0.007220
آیا	فکر	0.007220
آیا	کسی	0.007220
آیا	اساسا	0.005415
آیا	برنامه	0.005415
آیا	مردم	0.005415
آیا	همین	0.005415
آیا	هنوز	0.005415
آیا	وی	0.005415
آیا	انجام	0.005415
آیا	استفاده	0.005415
آیا	توافق	0.005415
آیا	هر	0.005415
ا	ال	0.102941
ا	م	0.102941
ا	ت	0.073529
ا	ک	0.058824
ا	و	0.058824
ا	ن	0.044118
اتفاق	افتاد	0.131206
اتفاق	افتاده	0.131206
اتفاق	در	0.063830
اتفاق	رخ	0.037234
اتفاق	می	0.033688
اتفاق	را	0.026596
اتفاق	تلخ	0.023050
اتفاق	خاصی	0.023050
اتفاق	به	0.021277
اتفاق	خوبی	0.021277
اتفاق	برای	0.017730
اتفاق	هم	0.015957
اتفاق	دیگری	0.015957
اتفاق	عجیبی	0.015957
اتفاق	خواهد	0.015957
اتفاق	نظر	0.015957
اتفاق	باعث	0.014184
اتفاق	و	0.012411
اتفاق	جدیدی	0.012411
اتفاق	عجیب	0.010638
اتفاق	بدی	0.007092
اتفاق	ویژه	0.007092
اتفاق	افتادن	0.007092
اتفاق	بزرگی	0.007092
اتفاق	با	0.007092
اتفاق	گفت	0.007092
اتفاق	از	0.007092
اتفاق	زمانی	0.005319
اتفاق	بسیار	0.005319
اتفاق	روز	0.005319
اتفاق	بعد	0.005319
اتفاق	چند	0.005319
اتفاق	کاملا	0.005319
اتفاق	خوب	0.005319
اتفاق	نخواهد	0.005319
اتفاق	قابل	0.005319
اتفاقی	که	0.304348
اتفاقی	برای	0.101449
اتفاقی	رخ	0.086957
اتفاقی	در	0.086957
اتفاقی	افتاد	0.048309
اتفاقی	افتاده	0.038647
اتفاقی	بود	0.024155
اتفاقی	عجیب	0.014493
اتفاقی	مشابه	0.014493
اتفاقی	خواهد	0.014493
اتفاقی	جالب	0.014493
اتمام	رسید	0.166667
اتمام	رسیده	0.104167
اتمام	است	0.083333
اتمام	این	0.052083
اتمام	مهلت	0.052083
اتمام	قرارداد	0.031250
اتمام	خواهد	0.031250
اتمام	عملیات	0.031250
اتمام	دوره	0.031250
اتمام	پروژه	0.031250
اتهامات	علیه	0.166667
اتهامات	را	0.119048
اتهامات	او	0.071429
اتهامات	و	0.071429
اثرات	ضد	0.146341
اثرات	این	0.146341
اجاره	خانه	0.212500
اجاره	یک	0.100000
اجاره	داده	0.062500
اجاره	مسکن	0.050000
اجاره	آپارتمان	0.037500
اجاره	در	0.037500
اجازه	ورود	0.077739
اجازه	داد	0.077739
اجازه	داده	0.056537
اجازه	نداد	0.056537
اجازه	دهند	0.049470
اجازه	را	0.049470
اجازه	می	0.045936
اجازه	دهد	0.042403
اجازه	حضور	0.035336
اجازه	دادن	0.021201
اجازه	میداد	0.017668
اجازه	نمی	0.014134
اجازه	نخواهد	0.014134
اجازه	ازدواج	0.010601
اجازه	چنین	0.010601
اجازه	به	0.010601
اجازه	بده	0.010601
اجازه	استفاده	0.010601
احترام	به	0.363636
احترام	و	0.116883
احترام	قائل	0.064935
احترام	کرد	0.038961
احترام	می	0.032468
احترام	گذاشته	0.025974
احترام	گذاشتن	0.025974
احترام	زیادی	0.025974
احترام	گذاشت	0.025974
احترام	است	0.025974
احترام	هستند	0.019481
احترام	ویژه	0.019481
احتمالا	به	0.114068
احتمالا	در	0.102662
احتمالا	با	0.057034
احتمالا	این	0.053232
احتمالا	از	0.034221
احتمالا	تا	0.030418
احتمالا	برای	0.019011
احتمالا	باید	0.011407
احتمالا	بیشتر	0.011407
احتمالا	منجر	0.011407
احتمالا	مثل	0.011407
احتمالا	بسیاری	0.011407
احتمالا	همین	0.011407
احتیاج	به	0.485714
احتیاج	دارد	0.085714
احتیاج	دارید	0.085714
احساس	میکنم	0.046931
احساس	کردم	0.043321
احساس	امنیت	0.043321
احساس	تنهایی	0.036101
احساس	کنند	0.036101
احساس	شد	0.032491
احساس	آرامش	0.032491
احساس	میکند	0.028881
احساس	میکنید	0.028881
احساس	خوبی	0.028881
احساس	میکنند	0.025271
احساس	ناراحتی	0.021661
احساس	کند	0.018051
احساس	کردند	0.018051
احساس	میشد	0.018051
احساس	خطر	0.018051
احساس	گناه	0.018051
احساس	می	0.018051
احساس	کنید	0.018051
احساس	و	0.018051
احساس	مسئولیت	0.018051
احساس	میکردم	0.014440
احساس	نگرانی	0.014440
احساس	راحتی	0.014440
احساس	ضعف	0.014440
احساس	کرده	0.010830
احساس	قدرت	0.010830
احساس	خود	0.010830
احساس	انرژی	0.010830
احساس	خوب	0.010830
احساس	بهتری	0.010830
احساس	ترس	0.010830
احساس	کرد	0.010830
احساس	را	0.010830
اختراع	کردند	0.129032
اختراع	شد	0.096774
اختراع	شده	0.096774
اخطار	به	0.125000
اخطار	داده	0.125000
اخلاق	و	0.298851
اخلاق	است	0.068966
اخلاق	را	0.045977
اخلاق	مدار	0.034483
اخلاق	پزشکی	0.034483
اخلاق	برای	0.034483
اخلاق	عدالت	0.034483
ادامه	داد	0.444370
ادامه	دارد	0.088540
ادامه	خواهد	0.046442
ادامه	این	0.034414
ادامه	به	0.028734
ادامه	با	0.026729
ادامه	پیدا	0.024390
ادامه	دهد	0.020381
ادامه	گفت	0.019713
ادامه	داشت	0.015035
ادامه	می	0.012362
ادامه	داشته	0.011360
ادامه	روند	0.009021
ادامه	دهند	0.008353
ادامه	از	0.007350
ادامه	بیان	0.007016
ادامه	در	0.005680
ادامه	داده	0.005012
ادامه	خواهیم	0.005012
ادامه	حضور	0.004678
ادامه	جنگ	0.004343
ادامه	خواهند	0.004009
ادامه	و	0.004009
ادامه	همکاری	0.004009
ادامه	مسیر	0.003675
ادامه	دهنده	0.003341
ادامه	دادند	0.003341
ادامه	نوشت	0.003341
ادامه	کار	0.003341
ادامه	مطلب	0.003341
ادامه	فصل	0.003007
ادامه	عنوان	0.003007
ادامه	راه	0.003007
ادامه	درباره	0.003007
ادامه	بازی	0.002673
ادامه	حملات	0.002673
ادامه	سیاست	0.002673
ادامه	آن	0.002673
ادامه	یافته	0.002339
ادامه	دار	0.002339
ادعا	کرد	0.297674
ادعا	میکند	0.097674
ادعا	کرده	0.079070
ادعا	شده	0.079070
ادعا	را	0.055814
ادعا	میکنند	0.051163
ادعا	که	0.041860
ادعا	در	0.023256
ادعا	کند	0.023256
ادعا	می	0.023256
ادعا	دارند	0.013953
ارائه	خدمات	0.135632
ارائه	شده	0.105747
ارائه	کرد	0.064368
ارائه	کرده	0.043678
ارائه	می	0.042529
ارائه	دهد	0.036782
ارائه	شد	0.035632
ارائه	داد	0.033333
ارائه	دهند	0.027586
ارائه	میکند	0.026437
ارائه	شود	0.024138
ارائه	کنند	0.024138
ارائه	کردند	0.020690
ارائه	داده	0.018391
ارائه	کند	0.016092
ارائه	میکنند	0.016092
ارائه	خدمت	0.016092
ارائه	خواهد	0.014943
ارائه	این	0.012644
ارائه	و	0.011494
ارائه	اطلاعات	0.011494
ارائه	به	0.010345
ارائه	کنیم	0.010345
ارائه	نشده	0.010345
ارائه	گزارش	0.009195
ارائه	نکرده	0.009195
ارائه	دادند	0.008046
ارائه	کمک	0.006897
ارائه	محصولات	0.005747
ارائه	دهنده	0.005747
ارائه	یک	0.005747
ارائه	لیست	0.004598
ارائه	در	0.004598
ارائه	آن	0.004598
ارائه	بهترین	0.004598
ارائه	خواهند	0.004598
ارائه	برنامه	0.004598
ارائه	چنین	0.003448
ارائه	کردن	0.003448
ارائه	اسناد	0.003448
ارتباطات	و	0.323944
ارتباطات	با	0.056338
ارتباطات	اجتماعی	0.035211
ارتباطات	در	0.035211
ارتباطات	به	0.028169
ارتباطات	بین	0.021127
ارتباطات	سیاسی	0.021127
ارتباطات	گفت	0.021127
ارتباطات	اعلام	0.021127
اساس	این	0.170354
اساس	اعلام	0.077434
اساس	گزارش	0.059735
اساس	آخرین	0.034292
اساس	آن	0.029867
اساس	قانون	0.023230
اساس	اطلاعات	0.022124
اساس	ماده	0.017699
اساس	و	0.014381
اساس	یک	0.014381
اساس	با	0.013274
اساس	آمار	0.013274
اساس	آنچه	0.012168
اساس	در	0.012168
اساس	برنامه	0.011062
اساس	قیمت	0.011062
اساس	قوانین	0.009956
اساس	بررسی	0.009956
اساس	است	0.008850
اساس	نیاز	0.008850
اساس	تحقیقات	0.007743
اساس	گفته	0.007743
اساس	تجربه	0.006637
اساس	منافع	0.005531
اساس	هم	0.005531
اساس	نوع	0.005531
اساس	تصمیم	0.005531
اساس	هر	0.005531
اساس	بند	0.005531
اساس	توافق	0.005531
اساس	اگر	0.005531
اساس	تیم	0.005531
اساس	گروه	0.005531
اساس	اصل	0.004425
اساس	دستور	0.004425
اساس	یکی	0.004425
اساس	همین	0.004425
اساس	منابع	0.004425
اساس	شرایط	0.004425
اساس	از	0.004425
استاد	دانشگاه	0.289157
استاد	حوزه	0.126506
استاد	و	0.030120
استاد	علوم	0.030120
استاد	به	0.024096
استاد	برجسته	0.024096
استاد	را	0.018072
استاد	در	0.018072
استعفا	داد	0.163265
استعفا	کرد	0.102041
استعفا	داده	0.061224
استعفا	کردند	0.061224
استفاده	از	0.381846
استفاده	کنند	0.057832
استفاده	میکنند	0.046725
استفاده	کرد	0.045576
استفاده	قرار	0.044044
استفاده	کنید	0.042512
استفاده	کند	0.036385
استفاده	کنیم	0.035236
استفاده	می	0.032555
استفاده	شود	0.029108
استفاده	میکند	0.025661
استفاده	کرده	0.019150
استفاده	شده	0.015703
استفاده	کردند	0.015703
استفاده	در	0.011490
استفاده	را	0.008809
استفاده	خواهد	0.008426
استفاده	و	0.007660
استفاده	میکرد	0.006511
استفاده	کنم	0.006128
استفاده	است	0.005745
استفاده	میکنیم	0.005362
استفاده	میشد	0.004979
استفاده	میکنید	0.004979
استفاده	شد	0.004213
استفاده	نمی	0.004213
استفاده	خواهیم	0.003830
استفاده	مجدد	0.003447
استفاده	صحیح	0.003447
استفاده	نشده	0.003447
استفاده	گسترده	0.003064
استفاده	کردیم	0.002681
استفاده	نکنید	0.002681
استفاده	میکنم	0.002681
استفاده	برای	0.002681
استفاده	بیش	0.002298
استفاده	شوند	0.002298
استفاده	این	0.002298
استفاده	نکرده	0.001915
استفاده	کردم	0.001915
استقبال	از	0.171254
استقبال	میکنیم	0.073394
استقبال	کرد	0.048930
استقبال	کردند	0.048930
استقبال	مردم	0.042813
استقبال	و	0.039755
استقبال	گسترده	0.039755
استقبال	کرده	0.033639
استقبال	خوبی	0.033639
استقبال	می	0.030581
استقبال	قرار	0.027523
استقبال	میکند	0.027523
استقبال	میکنند	0.024465
استقبال	بسیار	0.021407
استقبال	رسمی	0.018349
استقبال	خواهند	0.015291
استقبال	را	0.012232
استقبال	کنند	0.012232
استقبال	زیادی	0.012232
استقبال	خوب	0.012232
استقبال	شد	0.012232
استقبال	خواهد	0.009174
استقبال	میکنم	0.009174
استقبال	مقامات	0.009174
اسلحه	و	0.108108
اسلحه	به	0.108108
اسلحه	در	0.081081
اشاره	به	0.657376
اشاره	کرد	0.172384
اشاره	شده	0.020154
اشاره	میکند	0.019726
اشاره	کرده	0.018868
اشاره	و	0.016724
اشاره	شد	0.012007
اشاره	کردند	0.008576
اشاره	دارد	0.006432
اشاره	می	0.005146
اشاره	کردید	0.004717
اشاره	کنیم	0.004717
اشاره	داشت	0.003431
اشاره	کردم	0.003002
اشاره	میکنند	0.003002
اشاره	کردیم	0.002573
اشاره	نشده	0.002144
اشاره	میکنم	0.002144
اشاره	دارند	0.002144
اشاره	نکرده	0.002144
اشاره	ای	0.002144
اشاره	کند	0.001715
اشاره	قرار	0.001715
اشاره	داشتند	0.001286
اشاره	داشته	0.001286
اشاره	کنم	0.001286
اشاره	افزایش	0.001286
اشاره	خواهیم	0.001286
اشتراک	گذاشته	0.294118
اشتراک	گذاشت	0.176471
اشتراک	گذاشتن	0.137255
اشتراک	نظر	0.078431
اشتراک	گذاری	0.058824
اطراف	آن	0.155280
اطراف	شهر	0.068323
اطراف	خود	0.055901
اطراف	این	0.043478
اطراف	را	0.037267
اطراف	جزیره	0.031056
اطراف	و	0.031056
اطراف	بیمارستان	0.018634
اطراف	استفاده	0.018634
اطراف	منطقه	0.018634
اطراف	به	0.018634
اطراف	میدان	0.018634
اطلاع	از	0.194872
اطلاع	داده	0.076923
اطلاع	دهند	0.076923
اطلاع	بعدی	0.071795
اطلاع	داد	0.061538
اطلاع	مردم	0.041026
اطلاع	پیدا	0.041026
اطلاع	قبلی	0.030769
اطلاع	دارم	0.025641
اطلاع	دادند	0.020513
اطلاع	دهد	0.015385
اطلاع	عموم	0.015385
اطلاع	نداشته	0.015385
اطلاع	و	0.015385
اعتراف	کرد	0.385965
اعتراف	کردند	0.131579
اعتراف	کرده	0.096491
اعتراف	و	0.061404
اعتراف	میکنم	0.035088
اعتراف	به	0.026316
اعتراف	کنند	0.026316
اعتقاد	دارند	0.120301
اعتقاد	به	0.105263
اعتقاد	دارد	0.082707
اعتقاد	دارم	0.067669
اعتقاد	من	0.067669
اعتقاد	داریم	0.060150
اعتقاد	او	0.045113
اعتقاد	بر	0.045113
اعتقاد	و	0.037594
اعتقاد	داشت	0.030075
اعتقاد	برخی	0.030075
اعتقاد	این	0.022556
اعتقاد	داشتند	0.022556
اعتقاد	بنده	0.022556
اعتقاد	وی	0.022556
اعتقاد	است	0.022556
اعدام	محکوم	0.117647
اعدام	و	0.078431
اعدام	شدند	0.058824
اعدام	شود	0.058824
اعمال	شده	0.121387
اعمال	کرده	0.080925
اعمال	فشار	0.063584
اعمال	کند	0.057803
اعمال	شود	0.046243
اعمال	کرد	0.046243
اعمال	قانون	0.040462
اعمال	این	0.034682
اعمال	خواهد	0.034682
اعمال	میکند	0.034682
اعمال	ماده	0.028902
اعمال	و	0.023121
اعمال	کردند	0.023121
اعمال	شد	0.023121
اعمال	کنند	0.017341
اعمال	سیاست	0.017341
اعمال	جراحی	0.017341
اعمال	میکنند	0.017341
اعمال	نفوذ	0.017341
افرادی	که	0.723596
افرادی	هستند	0.033708
افرادی	است	0.029213
افرادی	را	0.029213
افرادی	با	0.017978
افرادی	در	0.015730
افرادی	مثل	0.008989
افرادی	به	0.008989
افرادی	هم	0.008989
افرادی	بود	0.006742
افرادی	چون	0.006742
افرادی	از	0.006742
افغانستان	و	0.101744
افغانستان	به	0.087209
افغانستان	در	0.075581
افغانستان	را	0.066860
افغانستان	از	0.037791
افغانستان	است	0.037791
افغانستان	با	0.023256
افغانستان	حضور	0.017442
افغانستان	هستند	0.014535
افغانستان	برای	0.014535
افغانستان	که	0.014535
افغانستان	پاکستان	0.011628
افغانستان	بر	0.011628
افغانستان	بعد	0.008721
افغانستان	متهم	0.008721
افغانستان	عراق	0.008721
افغانستان	باشد	0.008721
افغانستان	گفت	0.008721
افغانستان	هم	0.008721
افغانستان	دارد	0.008721
افغانستان	مبارزه	0.008721
اقتصاد	و	0.169713
اقتصاد	کشور	0.086162
اقتصاد	در	0.044386
اقتصاد	نوشت	0.036554
اقتصاد	جهانی	0.028721
اقتصاد	را	0.026110
اقتصاد	با	0.026110
اقتصاد	این	0.023499
اقتصاد	به	0.023499
اقتصاد	از	0.018277
اقتصاد	دریا	0.018277
اقتصاد	چین	0.013055
اقتصاد	است	0.013055
اقتصاد	ما	0.013055
اقتصاد	دانش	0.013055
اقتصاد	اروپا	0.010444
اقتصاد	جهان	0.010444
اقتصاد	روسیه	0.010444
اقتصاد	برای	0.010444
اقتصاد	مردم	0.010444
اقتصاد	ملی	0.010444
اقتصاد	بزرگ	0.007833
اقتصاد	جامعه	0.007833
اقتصاد	دانشگاه	0.007833
اقتصاد	سیاسی	0.007833
اقتصاد	مسکن	0.007833
اقتصاد	داخلی	0.007833
اقتصاد	بوده	0.007833
اقتصاد	هنر	0.007833
اقتصاد	روستا	0.007833
اقتصاد	جدول	0.007833
اقدامات	لازم	0.086093
اقدامات	انجام	0.057395
اقدامات	و	0.055188
اقدامات	خوبی	0.044150
اقدامات	صورت	0.039735
اقدامات	دولت	0.037528
اقدامات	در	0.030905
اقدامات	را	0.026490
اقدامات	خود	0.026490
اقدامات	اطلاعاتی	0.019868
اقدامات	برای	0.017660
اقدامات	این	0.017660
اقدامات	مهم	0.015453
اقدامات	آمریکا	0.013245
اقدامات	بسیار	0.013245
اقدامات	موثر	0.013245
اقدامات	پیش	0.013245
اقدامات	ضد	0.011038
اقدامات	قانونی	0.011038
اقدامات	جدی	0.011038
اقدامات	نظامی	0.011038
اقدامات	زیادی	0.011038
اقدامات	غیر	0.008830
اقدامات	خشونت	0.008830
اقدامات	پزشکی	0.008830
اقدامات	که	0.008830
اقدامات	اولیه	0.008830
اقدامات	ما	0.008830
اقدامات	آنها	0.008830
اقدامات	ستاد	0.008830
اقدامات	مشترک	0.006623
اقدامات	او	0.006623
اقدامات	قابل	0.006623
اقدامات	است	0.006623
اقدامات	سازمان	0.006623
اقدامات	بانک	0.006623
اقدامات	مثبت	0.006623
اقدامات	کاملا	0.006623
اقدامات	با	0.006623
اقدامات	پلیس	0.006623
الآن	به	0.138889
الآن	هم	0.111111
الله	علیه	0.101266
الله	و	0.101266
الله	در	0.075949
الله	زاده	0.075949
الله	به	0.056962
الله	با	0.050633
الله	دهه	0.037975
الله	علم	0.031646
الله	است	0.031646
الله	را	0.025316
الله	حسن	0.018987
الله	محمد	0.018987
الیزابت	دوم	0.444444
امروز	در	0.139373
امروز	به	0.051269
امروز	با	0.046789
امروز	چهارشنبه	0.040816
امروز	جمعه	0.034345
امروز	پنجشنبه	0.030363
امروز	شنبه	0.028372
امروز	دوشنبه	0.028372
امروز	هم	0.026879
امروز	از	0.023395
امروز	و	0.020906
امروز	این	0.016426
امروز	سه	0.016426
امروز	که	0.014933
امروز	شاهد	0.013937
امروز	تا	0.013937
امروز	ما	0.013937
امروز	برای	0.011946
امروز	است	0.009457
امروز	یک	0.009457
امروز	باید	0.007964
امروز	را	0.007466
امروز	اعلام	0.007466
امروز	بیش	0.007466
امروز	پس	0.006471
امروز	پنج	0.005973
امروز	کشور	0.004978
امروز	برگزار	0.004978
امروز	اگر	0.004480
