а	а	а	0.444444
жана	чекит	менен	1.000000
жана	ысык	көл	0.428571
жана	эл	аралык	0.950000
жана	электр	техникалык	0.666667
жана	эреже	катары	1.000000
жана	эс	алуу	0.900000
жана	өзгөчө	оор	0.428571
жана	өзү	да	0.333333
жана	өзү	менен	0.333333
жана	өнүгүп	келе	0.750000
жана	өнөкөт	түрү	0.454545
жана	өнөкөт	болуп	0.272727
жана	өнөр	жай	1.000000
жаныбар	менен	өсүмдүк	0.800000
жараша	ар	кандай	0.916667
жардам	берүү	үчүн	0.400000
жардам	көрсөтүү	зарыл	0.272727
жардам	көрсөтүү	үчүн	0.272727
жарык	дүйнө	менен	1.000000
жасалма	жол	менен	1.000000
жашыл	көк	жашыл	0.375000
жашыл	токой	жана	0.375000
жашыруун	добуш	берүү	1.000000
жаңы	экономикалык	саясат	1.000000
жеке	жана	коомдук	0.333333
жогорку	атайын	орто	1.000000
жогорку	билим	берүү	0.769231
жогорку	жана	төмөнкү	0.545455
жогорку	көркөм	өнөр	0.600000
жогорку	окуу	жай	1.000000
жок	болсо	керек	0.285714
жок	болсо	анда	0.285714
жок	дарыя	орун	1.000000
жокко	чыгаруу	үчүн	0.800000
жоктугу	менен	айырмаланат	0.600000
жол	менен	пайда	0.209302
жол	менен	да	0.116279
жумуш	аткаруучу	зат	0.500000
жумушчу	жана	солдат	0.750000
жыл	мурда	пайда	0.333333
жыл	январь	жыл	1.000000
жылдыз	эмгек	кызыл	1.000000
жылуу	суу	менен	0.785714
жылуулук	бөлүп	чыгаруу	0.750000
жыныстык	жол	менен	1.000000
жүз	жылдык	согуш	1.000000
жүзү	боюнча	миллион	0.347826
жүрөк	кан	тамыр	1.000000
жөнүндө	алгачкы	маалыматтар	1.000000
жөнүндө	маалымат	бар	0.200000
жөнүндө	маалымат	жок	0.200000
жөнүндө	маалыматтар	бар	0.285714
жөнүндө	сөз	болот	0.777778
жөнүндө	так	маалыматтар	0.500000
жөнүндө	так	маалымат	0.500000
жөнүндө	чечим	кабыл	1.000000
жөнөкөй	жана	татаал	0.458333
зат	жана	энергия	0.750000
и	туура	келет	1.000000
издөө	жана	чалгындоо	0.600000
изилдөө	жана	тажрыйба	0.214286
изилдөө	жогорку	окуу	1.000000
изилдөө	университет	болуп	1.000000
инженер	илимий	кызматкер	1.000000
ички	жана	тышкы	0.833333
иш	менен	камсыз	0.666667
иш	менен	толук	0.200000
иштеп	чыгаруучу	өнөр	0.600000
иштеп	чыгуу	үчүн	0.238095
иштеп	чыгуу	жана	0.142857
иштеп	чыгуу	боюнча	0.142857
иштетүү	машина	куруу	1.000000
иштетүү	тамак	аш	1.000000
иштетүү	өнөр	жай	1.000000
кайра	иштетүү	өнөр	0.428571
калган	болсо	анда	0.750000
кандайдыр	бир	белгилүү	0.052632
кандайдыр	бир	бөлүгү	0.039474
кандайдыр	бир	нерсе	0.039474
кандайдыр	бир	башка	0.039474
кара	күрөң	жана	0.400000
кара	суу	темир	0.375000
кара	суу	айыл	0.187500
кара	сөз	менен	0.857143
карагай	кызыл	карагай	1.000000
карагай	көк	карагай	1.000000
караганда	бир	топ	0.714286
карай	бир	аз	0.833333
каршы	чыгуу	менен	1.000000
катары	да	белгилүү	0.666667
катары	кандайдыр	бир	1.000000
катары	пайда	болот	0.600000
келет	да	ал	0.200000
кеме	куруу	жана	0.428571
кеме	куруу	өнөр	0.214286
кенже	илимий	кызматкер	0.941176
кенже	улук	илимий	0.866667
кеңири	белгилүү	сюжет	0.285714
кеңири	белгилүү	болуп	0.285714
кеңири	орун	берилген	1.000000
кийим	бут	кийим	1.000000
кийин	ар	бир	0.700000
кийин	бир	аз	0.714286
кийин	гана	алар	0.130435
кийин	эл	аралык	1.000000
киреше	табуу	менен	1.000000
китеп	болуп	жарык	0.500000
китепкана	бала	бакча	1.000000
китепкана	улуттук	музей	1.000000
клуб	китепкана	бар	0.500000
кол	кайык	аркылуу	1.000000
кол	менен	жазылган	0.235294
коомдук	кыймыл	катары	1.000000
коомдук	саламаттык	сактоо	1.000000
коомдук	саясий	жана	0.400000
коомдук	социалдык	көз	0.600000
коомчулук	менен	байланыш	1.000000
коопсуздук	жана	кызматташтык	0.571429
курамы	боюнча	шаардык	0.816327
курамы	боюнча	айылдык	0.122449
кургак	талаа	жана	0.583333
куруу	анын	ичинде	1.000000
куруу	жана	металл	0.692308
куруу	металл	иштетүү	1.000000
куруу	химиялык	өнөр	0.750000
куруу	электр	техникалык	1.000000
куруу	өнөр	жай	1.000000
кыз	ала	качуу	1.000000
кылмыш	жаза	аткаруу	0.300000
кылмыш	жана	жаза	0.800000
кычкылтек	менен	дарылоо	0.300000
кыял	жарым	кыял	1.000000
кыял	көркөм	кол	1.000000
кээде	белгилүү	бир	1.000000
күзгү	кап	текче	0.666667
күмүш	медаль	менен	1.000000
күрөң	жана	күрөң	0.625000
күрөң	кара	күрөң	0.750000
күч	колдонуу	менен	0.375000
күч	менен	тартып	0.157895
күч	унаа	катары	1.000000
көбүнчө	көп	жылдык	1.000000
көл	жана	башка	0.375000
көп	болсо	ал	0.266667
көп	болсо	ошол	0.200000
көп	болушу	мүмкүн	0.666667
көп	жана	ар	0.555556
көп	же	аз	0.750000
көп	жыл	бою	0.571429
көп	жылдык	чөп	0.446429
көп	жылдык	өсүмдүк	0.142857
көп	жылдык	орточо	0.125000
көп	ичүү	сунуш	0.428571
көп	кол	менен	0.714286
көп	түрү	бар	0.600000
көп	учурда	өз	0.060000
көрсөтүү	үчүн	колдонулган	0.333333
көңүл	ачуу	үчүн	0.500000
маалымдуулук	басма	сөз	1.000000
маданий	жана	коомдук	0.166667
май	жана	башка	0.428571
мамлекет	жана	өкмөт	0.444444
мамлекет	тарабынан	өз	0.136364
машина	жана	анын	0.400000
машина	куруу	өнөр	0.219178
машина	куруу	жана	0.150685
машина	куруу	анын	0.136986
машина	куруу	металл	0.109589
машина	куруу	химиялык	0.082192
машина	куруу	электр	0.041096
медициналык	жардам	көрсөтүү	0.777778
медициналык	тез	жардам	1.000000
менен	алдын	ала	1.000000
менен	ар	кандай	0.520000
менен	ар	бир	0.360000
менен	байланышкан	жана	0.166667
менен	байланыштуу	болуп	0.266667
менен	белгилүү	болуп	0.333333
менен	бир	катар	0.250000
менен	бир	учурда	0.178571
менен	бирге	ал	0.056452
менен	бирге	анын	0.048387
менен	бирге	бир	0.032258
менен	бирге	иштеп	0.024194
менен	бирге	алар	0.024194
менен	бирге	ага	0.024194
менен	бирге	азыркы	0.024194
менен	гана	чектелген	0.142857
менен	да	белгилүү	0.423077
менен	дал	келет	1.000000
менен	дем	алуу	0.900000
менен	же	болбосо	0.157895
менен	жылдык	камсыз	1.000000
менен	иш	алып	1.000000
менен	камсыз	болушу	0.750000
менен	канал	аркылуу	1.000000
менен	кандайдыр	бир	1.000000
менен	кээ	бир	1.000000
менен	пайда	болот	0.538462
менен	пайда	болуп	0.461538
менен	тартылган	сүрөт	0.750000
менен	темир	жол	0.750000
менен	толук	камсыз	0.636364
менен	тыгыз	байланышкан	0.487179
менен	тыгыз	байланыштуу	0.410256
менен	улуттук	тарыхый	0.500000
менен	эл	аралык	0.909091
менен	эч	кандай	0.500000
механикалык	жол	менен	1.000000
миллион	жыл	мурун	0.666667
мм	негизинен	кар	1.000000
муз	же	кар	0.750000
музыка	жана	драма	0.428571
мурда	болуп	өткөн	1.000000
мыйзам	чыгаруу	аткаруу	0.333333
мыйзам	чыгаруу	жана	0.333333
мыйзам	чыгаруучу	жогорку	0.454545
мыкты	визуалдык	эффект	0.750000
мыкты	жогорку	окуу	1.000000
мыкты	эркек	актер	0.666667
мындан	башка	да	0.421053
мындан	башка	дагы	0.157895
мындан	жыл	мурда	0.833333
мындан	миллион	жыл	1.000000
мындан	миң	жыл	1.000000
мүйүз	кош	мүйүз	1.000000
мүмкүн	болбогон	учурда	0.333333
мүмкүн	бул	учурда	0.571429
негиз	катары	кызмат	0.571429
негизги	айыл	чарба	1.000000
негизги	бөлүгү	болуп	0.375000
негизги	илимий	изилдөө	1.000000
негизги	түрлөрү	болуп	0.600000
негизги	өнөр	жай	1.000000
негизинен	айыл	чарба	1.000000
негизинен	мал	менен	0.800000
нерв	ашказан	тери	1.000000
нерв	жана	психикалык	0.571429
нерв	системасы	менен	0.176471
нымдуу	климат	өкүм	1.000000
он	жана	сол	0.666667
он	он	беш	0.714286
он	эки	жыл	0.272727
оор	жана	өзгөчө	0.300000
оор	жаракат	алып	1.000000
оор	машина	куруу	0.750000
оорулуу	менен	бирге	1.000000
органикалык	жана	органикалык	1.000000
орто	бийик	жана	0.600000
орто	билим	берүү	0.777778
орто	жана	жогорку	0.384615
орто	мектеп	китепкана	0.439394
орто	мектеп	клуб	0.136364
орто	мектеп	бала	0.090909
орто	мектеп	маданият	0.060606
орто	эсеп	менен	1.000000
орточо	жашы	жыл	1.000000
орточо	эсеп	менен	1.000000
орун	алып	анын	0.230769
отоо	чөп	катары	0.600000
ошентсе	да	ал	0.187500
ошону	менен	бирге	0.727273
ошону	менен	катар	0.194805
оюнчу	жеңүүчү	болот	0.875000
пайда	болот	да	0.279070
пайда	болот	жана	0.162791
пайда	болуп	анын	0.123077
пайда	болуп	ал	0.092308
пайда	болуп	кийин	0.076923
пайда	болуп	алар	0.046154
пайда	болуп	алардын	0.046154
пайда	болуп	жана	0.046154
пайда	болуу	жана	0.333333
пайда	болушу	мүмкүн	0.242718
пайда	болушу	жана	0.165049
пайда	болушу	менен	0.165049
пайда	болушу	жөнүндө	0.048544
пайда	болушу	да	0.029126
пайда	болушу	үчүн	0.029126
пайда	болушу	алардын	0.029126
пайда	болушу	боюнча	0.029126
пайда	табуу	үчүн	0.500000
пайдалуу	анткени	ал	0.750000
пайдалуу	катмар	болуп	0.750000
профессор	болуп	иштейт	0.750000
райондук	билим	берүү	1.000000
редактор	улук	редактор	1.000000
сак	болуу	керек	0.750000
салт	болуп	калган	1.000000
сапаты	боюнча	көмүр	0.500000
сатып	алуу	үчүн	0.230769
сатып	алуу	же	0.115385
сатып	алуу	сатуу	0.115385
саясий	жана	экономикалык	0.242424
саясий	жана	социалдык	0.121212
саясий	жана	маданий	0.121212
саясий	жана	аскердик	0.090909
саясий	экономикалык	жана	0.444444
саясий	экономикалык	маданий	0.333333
сегиз	жылдык	мектеп	1.000000
сезим	пайда	болот	0.800000
сейрек	токой	жана	0.416667
согуш	жана	тынчтык	0.800000
согуш	кызыл	жылдыз	1.000000
согуш	эмгек	кызыл	1.000000
соода	жана	өнөр	0.157895
соода	өнөр	жай	1.000000
социалдык	жана	экономикалык	0.375000
социалдык	экономикалык	саясий	0.210526
социалдык	экономикалык	жана	0.210526
спорт	түрлөрү	боюнча	1.000000
суу	жана	башка	0.187500
суу	менен	камсыз	0.363636
суу	менен	агып	0.068182
суу	менен	жылдык	0.068182
суу	менен	муун	0.068182
суу	темир	жол	1.000000
сын	көз	менен	1.000000
сыяктуу	ар	кандай	0.800000
сыяктуу	кээ	бир	1.000000
сыяктуу	эл	аралык	0.750000
сүт	жана	сүт	0.500000
таасири	астында	пайда	0.157895
таза	кармоо	зарыл	0.428571
таза	суу	менен	0.636364
так	жана	даана	0.214286
так	маалымат	жок	0.916667
так	маалыматтар	жок	0.600000
талаа	жана	талаа	0.450000
талаа	жана	жарым	0.150000
тамак	аш	өнөр	0.277108
тамак	аш	менен	0.060241
тамак	аш	жана	0.054217
тамак	аш	анын	0.048193
тамак	аш	жеңил	0.048193
тамак	аш	курулуш	0.036145
тамак	аш	аркылуу	0.030120
тамак	аш	катары	0.030120
тамак	аш	сүт	0.024096
тамак	аш	эт	0.024096
тамак	аш	бышыруу	0.018072
тамак	аш	кийим	0.018072
тамак	аш	кант	0.018072
тамак	аш	үй	0.018072
тамак	аш	балык	0.018072
тамак	аш	ун	0.018072
тамак	сиңирүү	жана	0.300000
тамак	сиңирүү	системасы	0.300000
тарабынан	өзүнчө	номинация	0.800000
тарых	жана	маданият	0.250000
тарыхый	жана	маданий	0.428571
татаал	жана	көп	0.444444
таш	жана	башка	0.375000
таш	көмүр	темир	0.461538
театр	анын	ичинде	1.000000
тез	болуп	турат	1.000000
тез	тез	болуп	0.733333
тез	темп	менен	1.000000
текче	күзгү	кап	1.000000
темир	жол	аркылуу	0.250000
теориялык	жана	практикалык	1.000000
тескерисинче	ар	кандай	1.000000
техникалык	билим	берүү	0.909091
техникалык	жана	жогорку	0.285714
тик	багыт	боюнча	1.000000
тик	жана	кыска	1.000000
тил	адабият	жана	1.000000
тил	боюнча	улуттук	1.000000
тил	жана	адабият	0.827586
тилекке	каршы	бул	0.214286
токой	бадал	арасында	1.000000
токой	жана	айыл	0.235294
токой	жана	сейрек	0.176471
толугу	менен	же	0.105263
толугу	менен	бир	0.078947
тоо	пайда	болуу	1.000000
топ	топ	болуп	1.000000
топурак	пайда	болуу	1.000000
транспорт	айыл	чарба	1.000000
турат	жана	бул	0.266667
туруктуу	жана	өзгөрмө	0.307692
тууган	жана	башка	0.750000
туулган	америкалык	актер	0.594595
туулган	америкалык	актриса	0.243243
туулган	америкалык	жазуучу	0.108108
туулган	жана	өлгөн	1.000000
туулган	ысык	көл	1.000000
туура	келет	деп	0.230769
туура	уюштуруу	зарыл	0.750000
тынч	океан	менен	0.428571
тынчтык	жол	менен	1.000000
тышкары	эл	аралык	1.000000
тышкы	жана	ички	1.000000
түз	сызык	боюнча	0.363636
түндүк	батыш	жана	0.230769
түндүк	жана	түштүк	0.736842
түндүк	жана	түндүк	0.131579
түндүк	чыгыш	жана	0.384615
түндүк	чыгыш	бөлүгү	0.230769
түрлөрү	да	бар	1.000000
түрткү	болушу	мүмкүн	1.000000
түрү	да	бар	0.428571
түш	көрүү	менен	0.750000
түштүк	батыш	жана	0.200000
түштүк	жана	чыгыш	0.363636
түштүк	жана	түштүк	0.227273
түштүк	жана	түндүк	0.181818
түштүк	жана	борбордук	0.181818
төмөнкү	жана	жогорку	0.800000
убакыт	боюнча	саат	0.428571
узак	мезгил	бою	1.000000
узак	убакыт	бою	0.521739
уй	кой	эчки	0.750000
улук	илимий	кызматкер	0.977778
улуттук	билим	берүү	1.000000
улуттук	жана	чет	0.230769
улуттук	китепкана	улуттук	0.500000
улуттук	көркөм	сүрөт	0.866667
улуттук	түрлөрү	боюнча	0.625000
ушундай	жол	менен	1.000000
физикалык	жана	химиялык	0.833333
физикалык	химиялык	жана	0.454545
физикалык	химиялык	биологиялык	0.454545
философия	жана	укук	0.363636
химия	жана	химиялык	0.333333
химия	өнөр	жай	1.000000
химиялык	жана	биологиялык	0.500000
химиялык	жеңил	тамак	0.666667
химиялык	жол	менен	1.000000
химиялык	курамы	боюнча	0.388889
химиялык	курамы	жана	0.222222
химиялык	тамак	аш	1.000000
химиялык	физикалык	химиялык	1.000000
химиялык	өнөр	жай	1.000000
чай	же	кофе	0.750000
чаң	соргуч	менен	0.750000
чейин	ар	кандай	0.500000
чейин	калыбына	келет	1.000000
чейин	күн	бар	1.000000
чоң	ак	суу	0.666667
чоң	жана	кичине	0.400000
чоң	кызыл	суу	1.000000
чоң	мааниси	бар	1.000000
чыгармачылык	менен	кайра	0.600000
чыгаруучу	өнөр	жай	1.000000
чыгыш	батыш	жана	0.600000
чыгыш	жана	батыш	0.480000
чыгыш	жана	түштүк	0.320000
чыгыш	жана	түндүк	0.120000
чөйрө	менен	өз	0.333333
чөл	жана	жарым	0.600000
чөл	жана	чөл	0.200000
чөл	жарым	чөл	1.000000
чөл	кургак	талаа	1.000000
шаардын	эски	бөлүгү	1.000000
ылайык	ар	бир	0.500000
ыр	менен	жазылган	0.800000
ырчы	катары	да	0.500000
ысык	жана	кургак	0.500000
ысык	көл	жана	0.200000
ысык	көл	драма	0.120000
ысык	көл	райондук	0.120000
ысык	суу	менен	0.636364
ысык	чай	же	0.600000
ыңгайлуу	болсун	үчүн	1.000000
эки	жана	көп	0.700000
эки	же	үч	0.391304
эки	же	көп	0.217391
эки	же	бир	0.217391
эки	жогорку	окуу	1.000000
эки	жол	менен	0.800000
эки	жыл	бою	0.363636
эки	орто	мектеп	1.000000
