آخذ	في	التراجع	1.000000
أكثر	من	مناسبة	0.010726
أكثر	من	سنوات	0.009901
أكثر	من	أسبوع	0.009076
أكثر	من	عشرين	0.008251
أكثر	من	حالة	0.008251
أكثر	من	سبع	0.007426
أكثر	من	سنة	0.007426
أكثر	من	شهر	0.007426
أكثر	من	ساعة	0.006601
أكثر	من	مئة	0.006601
أكثر	من	بالمئة	0.006601
أكثر	من	آخرين	0.005776
أكثر	ولا	أقل	1.000000
ألقي	القبض	على	0.750000
أليس	هذا	هو	1.000000
أم	أن	الأمر	0.250000
أم	أن	هناك	0.250000
أم	ا	في	0.120000
أم	لا	لأن	0.125000
أما	الآن	فقد	0.750000
أما	النقطة	الثانية	1.000000
أما	بالنسبة	إلى	0.800000
أما	درجات	الحرارة	1.000000
أما	على	المستوى	0.444444
أما	على	مستوى	0.333333
أما	في	ما	0.152174
أما	فيما	يتعلق	0.692308
أما	فيما	يخص	0.307692
أما	من	الناحية	0.666667
أماكن	أخرى	من	0.304348
أماكن	أخرى	في	0.217391
أمام	الرأي	العام	1.000000
أمام	الطائرات	الروسية	1.000000
أمام	القطاع	الخاص	1.000000
أمام	قصر	العدل	0.666667
أمام	كل	من	0.600000
أمام	مجلس	الأمن	0.375000
أمام	مرحلة	جديدة	1.000000
أمام	وزارة	الخارجية	0.500000
أمر	ا	مهم	0.142857
أمر	النائب	العام	1.000000
أمر	غير	مقبول	0.444444
أمر	لا	يمكن	0.187500
أمر	لم	يكن	0.800000
أمر	من	المحكمة	0.625000
أمس	الأحد	أن	0.142857
أمس	الأحد	في	0.102041
أمس	الأحد	على	0.081633
أمس	الأحد	بعد	0.061224
أمس	الأحد	إن	0.061224
أمس	الأربعاء	أن	0.153846
أمس	الأربعاء	عن	0.096154
أمس	الأربعاء	إن	0.096154
أمس	الأربعاء	في	0.057692
أمس	الإثنين	أن	0.266667
أمس	الاثنين	في	0.181818
أمس	الاثنين	إن	0.106061
أمس	الاثنين	أن	0.090909
أمس	الاثنين	عن	0.045455
أمس	الاثنين	من	0.045455
أمس	الثلاثاء	أن	0.107143
أمس	الثلاثاء	عن	0.071429
أمس	الثلاثاء	في	0.071429
أمس	الثلاثاء	إن	0.071429
أمس	الثلاثاء	بعد	0.053571
أمس	الثلاثاء	على	0.053571
أمس	الثلاثاء	إلى	0.053571
أمس	الجمعة	أن	0.179104
أمس	الجمعة	في	0.164179
أمس	الجمعة	إلى	0.074627
أمس	الجمعة	من	0.044776
أمس	الجمعة	إن	0.044776
أمس	الحاجة	إلى	0.333333
أمس	الخميس	أن	0.117647
أمس	الخميس	في	0.117647
أمس	الخميس	عن	0.117647
أمس	الخميس	إن	0.098039
أمس	الخميس	على	0.058824
أمس	السبت	في	0.192308
أمس	السبت	على	0.115385
أمس	السبت	بعد	0.076923
أمس	في	العاصمة	0.176471
أنا	متأكد	من	0.909091
أنواع	أخرى	من	1.000000
أنواع	مختلفة	من	0.666667
أهمية	الاستمرار	في	1.000000
أهمية	الحفاظ	على	1.000000
أهمية	الدور	الذي	0.800000
أهمية	العمل	على	0.428571
أهمية	المشاركة	في	1.000000
أهمية	كبيرة	في	0.333333
أهمية	هذا	اللقاء	0.230769
أهمية	هذه	المناسبة	0.571429
أولا	وقبل	كل	0.954545
أي	أكثر	من	0.727273
أي	إصابة	جديدة	0.888889
أي	ا	من	0.437500
أي	ا	كان	0.250000
أي	ا	كانت	0.187500
أي	بلد	في	0.272727
أي	تأثير	على	0.625000
أي	تعليق	رسمي	0.666667
أي	تغيير	في	0.333333
أي	تفاصيل	أخرى	0.384615
أي	تفاصيل	عن	0.230769
أي	تفاصيل	حول	0.230769
أي	تقدم	في	0.833333
أي	تهديد	على	0.571429
أي	جزء	من	1.000000
أي	جهة	كانت	0.375000
أي	حال	من	0.250000
أي	حال	تجنب	0.250000
أي	حالة	وفاة	0.555556
أي	حالة	خلال	0.259259
أي	دليل	على	0.875000
أي	دولة	أخرى	0.303030
أي	دولة	في	0.121212
أي	رد	فعل	0.600000
أي	زيادة	في	0.333333
أي	زيادة	على	0.333333
أي	شخص	آخر	0.164179
أي	شخص	في	0.074627
أي	شخص	من	0.059701
أي	شكل	من	0.888889
أي	شيء	آخر	0.210526
أي	شيء	من	0.065789
أي	شيء	في	0.065789
أي	شيء	عن	0.039474
أي	صلة	بين	0.600000
أي	طرف	في	0.230769
أي	مدى	يمكن	0.363636
أي	معلومات	عن	0.285714
أي	مكان	آخر	0.310345
أي	مكان	في	0.275862
أي	من	هذه	0.138889
أي	من	أفراد	0.083333
أي	منها	في	0.272727
أي	نوع	من	0.774194
أي	هدف	في	0.600000
أي	وفاة	خلال	1.000000
أي	وقت	مضى	0.642857
أي	وقت	من	0.071429
أي	وقت	قريب	0.047619
أية	حالة	وفاة	1.000000
أيضا	أن	يكون	0.100000
أيضا	إلى	أن	0.345455
أيضا	على	أن	0.179487
أيضا	في	عام	0.058824
أيضا	مع	رئيس	0.250000
أيضا	من	خلال	0.172414
إذا	تم	تنفيذ	0.200000
إذا	تمكن	من	0.750000
إذا	كان	هناك	0.089844
إذا	كان	من	0.058594
إذا	كان	هذا	0.050781
إذا	كان	ينبغي	0.039062
إذا	كان	لديك	0.031250
إذا	كان	الأمر	0.027344
إذا	كان	الرئيس	0.027344
إذا	كان	بإمكان	0.023438
إذا	كان	يعتقد	0.023438
إذا	كان	أي	0.023438
إذا	كان	سيتم	0.019531
إذا	كان	ذلك	0.019531
إذا	كان	لديه	0.015625
إذا	كان	الشخص	0.015625
إذا	كان	هؤلاء	0.011719
إذا	كان	الرجل	0.011719
إذا	كان	يمكن	0.011719
إذا	كان	قد	0.011719
إذا	كان	يجب	0.011719
إذا	كان	يتعين	0.011719
إذا	كانت	هناك	0.150794
إذا	كانت	هذه	0.071429
إذا	كانت	لديك	0.047619
إذا	كانت	الحكومة	0.031746
إذا	كانت	قد	0.031746
إذا	كانت	الولايات	0.031746
إذا	كانت	روسيا	0.031746
إذا	كانت	صحيحة	0.023810
إذا	كانوا	يريدون	0.266667
إذا	كانوا	قد	0.200000
إذا	كنت	تعاني	0.097222
إذا	كنت	تريد	0.069444
إذا	كنت	قد	0.069444
إذا	كنت	تشعر	0.055556
إذا	كنت	في	0.055556
إذا	كنت	لا	0.055556
إذا	كنت	تخطط	0.041667
إذا	كنتم	تريدون	0.428571
إذا	لم	يكن	0.239583
إذا	لم	تكن	0.125000
إذا	لم	يتم	0.125000
إذا	لم	يفعلوا	0.031250
إذا	ما	كان	0.161290
إرسال	أسلحة	إلى	0.500000
إرسال	قوات	إلى	0.272727
إزالة	حالات	تعد	1.000000
إصابة	أكثر	من	0.750000
إصابة	العديد	من	1.000000
إصابة	جديدة	في	0.285714
إصابة	جديدة	بـ	0.142857
إصابة	جديدة	خلال	0.142857
إصابة	عدد	من	0.818182
إصابة	في	حين	0.333333
إصابة	و	حالة	1.000000
إطلاق	العديد	من	1.000000
إطلاق	النار	في	0.187845
إطلاق	النار	على	0.099448
إطلاق	النار	بين	0.044199
إطلاق	النار	من	0.044199
إطلاق	النار	تجاه	0.038674
إطلاق	النار	الذي	0.033149
إطلاق	النار	عليه	0.033149
إطلاق	النار	عليهم	0.027624
إطلاق	النار	التي	0.027624
إطلاق	النار	يوم	0.022099
إطلاق	النار	و	0.022099
إطلاق	النار	عليها	0.016575
إطلاق	النار	تم	0.016575
إطلاق	عملية	عسكرية	0.875000
إطلاق	كوريا	الشمالية	1.000000
إطلاق	نار	في	0.237500
إطلاق	نار	من	0.100000
إطلاق	نار	قرب	0.062500
إطلاق	نار	على	0.062500
إطلاق	نار	وقع	0.050000
إطلاق	نار	بالقرب	0.037500
إل	ا	أن	0.593750
إل	جي	بما	0.375000
إلى	أبعد	من	0.538462
إلى	أجزاء	أخرى	0.571429
إلى	أجل	غير	1.000000
إلى	أدنى	مستوى	0.909091
إلى	أرض	الوطن	0.600000
إلى	أعلى	مستوى	0.709677
إلى	أقصى	حد	0.722222
إلى	أقل	من	1.000000
إلى	أكثر	من	1.000000
إلى	ألف	دولار	0.150000
إلى	ألف	جندي	0.150000
إلى	ألفا	و	0.916667
إلى	ألمانيا	عبر	0.208333
إلى	أن	هذه	0.050475
إلى	أن	هذا	0.038481
إلى	أن	هناك	0.034483
إلى	أن	عدد	0.018491
إلى	أن	من	0.015492
إلى	أن	ذلك	0.013993
إلى	أن	ه	0.013993
إلى	أن	ما	0.013493
إلى	أن	روسيا	0.011994
إلى	أن	بعض	0.010495
إلى	أن	قوات	0.009995
إلى	أن	الولايات	0.009495
إلى	أن	تلك	0.008996
إلى	أن	الحكومة	0.008996
إلى	أن	جميع	0.008496
إلى	أن	القوات	0.007996
إلى	أن	كل	0.007996
إلى	أن	وزارة	0.007496
إلى	أن	رئيس	0.006997
إلى	أن	عملية	0.006997
إلى	أن	أكثر	0.006497
إلى	أن	الهدف	0.005997
إلى	أن	الرئيس	0.005997
إلى	أن	مصر	0.005997
إلى	أن	العمل	0.005497
إلى	أن	الوضع	0.005497
إلى	أن	يكون	0.005497
إلى	أن	العديد	0.005497
إلى	أن	الشعب	0.004998
إلى	أن	السلطات	0.004998
إلى	أنه	تم	0.158582
إلى	أنه	في	0.113806
إلى	أنه	من	0.085821
إلى	أنه	لا	0.063433
إلى	أنه	لم	0.033582
إلى	أنه	سيتم	0.033582
إلى	أنه	إذا	0.024254
إلى	أنه	خلال	0.024254
إلى	أنه	كان	0.022388
إلى	أنه	على	0.020522
إلى	أنه	قد	0.020522
إلى	أنه	يمكن	0.018657
إلى	أنه	يتم	0.018657
إلى	أنه	يجب	0.016791
إلى	أنه	بعد	0.016791
إلى	أنه	ليس	0.013060
إلى	أنه	منذ	0.013060
إلى	أنه	مع	0.013060
إلى	أنه	يجري	0.011194
إلى	أنه	رغم	0.011194
إلى	أنه	عندما	0.009328
إلى	أنه	حتى	0.009328
إلى	أنه	وفقا	0.009328
إلى	أنه	جرى	0.007463
إلى	أنه	بينما	0.005597
إلى	أنه	لن	0.005597
إلى	أنه	بالنسبة	0.005597
إلى	أنه	تمت	0.005597
إلى	أنه	سيكون	0.005597
إلى	أنها	كانت	0.084746
إلى	أنها	تعمل	0.067797
إلى	أنها	لا	0.050847
إلى	أنها	من	0.050847
إلى	أنهم	كانوا	0.250000
إلى	أهمية	دور	0.107692
إلى	أهمية	هذه	0.061538
إلى	أهمية	العمل	0.046154
إلى	أهمية	المشروع	0.046154
إلى	أهمية	تنفيذ	0.046154
إلى	أهمية	دعم	0.046154
إلى	أهمية	الحملة	0.046154
إلى	أهمية	وجود	0.046154
إلى	أوروبا	عبر	0.191176
إلى	أوروبا	في	0.117647
إلى	أوروبا	الشرقية	0.073529
إلى	أوروبا	بعد	0.044118
إلى	أولئك	الذين	1.000000
إلى	أي	مدى	0.230769
إلى	أي	مكان	0.115385
إلى	أي	شيء	0.057692
إلى	إجراء	تحقيق	0.583333
إلى	إطلاق	سراح	0.333333
إلى	إعادة	النظر	0.285714
إلى	إعادة	بناء	0.142857
إلى	إلقاء	القبض	0.750000
إلى	اتخاذ	خطوات	0.333333
إلى	اتخاذ	قرار	0.166667
إلى	اتفاق	مع	0.232558
إلى	اتفاق	بشأن	0.116279
إلى	اتفاق	على	0.093023
إلى	اتفاق	بين	0.058140
إلى	اتفاق	في	0.058140
إلى	اتفاق	حول	0.046512
إلى	اتفاق	سلام	0.046512
إلى	اتفاق	جيد	0.034884
إلى	اتفاق	قانوني	0.034884
إلى	احترام	قواعد	0.545455
إلى	ارتفاع	عدد	0.147059
إلى	ارتفاع	سعر	0.088235
إلى	ارتفاع	معدل	0.088235
إلى	ارتفاع	درجات	0.088235
إلى	الأراضي	الروسية	0.750000
إلى	الأسلحة	النووية	1.000000
إلى	الأشخاص	الذين	0.666667
إلى	الأمام	في	0.333333
إلى	الاتفاق	النووي	0.523810
إلى	الاستمرار	في	1.000000
إلى	البحث	عن	0.800000
إلى	البلاد	في	0.142857
إلى	البلاد	من	0.142857
إلى	البلدة	القديمة	0.600000
إلى	البيت	الأبيض	0.857143
إلى	التأكد	من	1.000000
إلى	التخلص	من	1.000000
إلى	التخلي	عن	0.857143
إلى	التراجع	عن	1.000000
إلى	التركيز	على	0.875000
إلى	التعامل	معها	0.500000
إلى	التعامل	مع	0.500000
إلى	التعبير	عن	1.000000
إلى	التفكير	في	0.600000
إلى	التوقف	عن	0.857143
إلى	الجانب	الآخر	0.600000
إلى	الحد	من	0.833333
إلى	الحذر	من	1.000000
إلى	الحصول	على	0.909091
إلى	الحفاظ	على	1.000000
إلى	الحكم	في	0.375000
إلى	الحياة	الطبيعية	0.500000
إلى	الدور	الثاني	0.243243
إلى	الدور	نصف	0.162162
إلى	الدور	ربع	0.135135
إلى	الدور	ثمن	0.108108
إلى	الدور	التالي	0.081081
إلى	الدور	الذي	0.081081
إلى	الرئيس	الأمريكي	0.375000
إلى	السجن	سنوات	0.272727
إلى	السلطة	في	0.600000
إلى	السوق	العالمية	0.307692
إلى	الشرق	الأوسط	0.727273
إلى	الشمال	من	0.400000
إلى	الشمال	الغربي	0.300000
إلى	الشوارع	في	0.428571
إلى	الصحراء	الغربية	0.750000
إلى	الصف	الوطني	0.500000
إلى	الضغط	على	0.909091
إلى	الطرف	الآخر	1.000000
إلى	الطريقة	التي	1.000000
إلى	العثور	على	1.000000
إلى	العديد	من	1.000000
إلى	العمل	على	0.375000
إلى	العمل	من	0.093750
إلى	العودة	إلى	0.875000
إلى	الغرب	من	0.714286
إلى	القرن	الثاني	0.333333
إلى	القضاء	على	0.555556
إلى	القول	إن	0.470588
إلى	القول	في	0.176471
إلى	القيام	به	0.272727
إلى	الكثير	من	1.000000
إلى	المباراة	النهائية	0.833333
إلى	المحكمة	العليا	0.437500
إلى	المحكمة	أو	0.187500
إلى	المرحلة	التالية	0.333333
إلى	المزيد	من	1.000000
إلى	المسار	الصحيح	0.800000
إلى	المستشفى	في	0.166667
إلى	المستشفى	بعد	0.104167
إلى	المستشفى	بسبب	0.104167
إلى	المستشفى	حيث	0.062500
إلى	المشاركة	في	1.000000
إلى	المطار	حيث	0.600000
إلى	المملكة	المتحدة	0.533333
إلى	المملكة	عبر	0.200000
إلى	المنطقة	التي	0.173913
إلى	النزول	إلى	1.000000
إلى	الوحدة	الوطنية	0.428571
إلى	الوضع	الحالي	0.428571
إلى	الولايات	المتحدة	0.978261
إلى	بالمئة	من	0.235294
إلى	بالمئة	في	0.176471
إلى	بالمئة	ما	0.176471
إلى	تجنب	أي	0.300000
إلى	تحقيق	السلام	0.235294
إلى	تدمير	أكثر	0.250000
إلى	تسجيل	حالة	0.500000
إلى	تلك	المرحلة	0.230769
إلى	تنظيم	الدولة	0.500000
إلى	توافق	حول	0.428571
إلى	توفير	الحماية	0.400000
إلى	ثلاثة	أيام	0.250000
إلى	ثمن	النهائي	1.000000
إلى	جادة	الصواب	1.000000
إلى	جانب	الشعب	0.048583
إلى	جانب	روسيا	0.036437
إلى	جانب	عدد	0.032389
إلى	جانب	أخذ	0.028340
إلى	جانب	ذلك	0.024291
إلى	جانب	الولايات	0.024291
إلى	جانب	العديد	0.020243
إلى	جانب	قوات	0.016194
إلى	جانب	القوات	0.016194
إلى	جانب	ما	0.016194
إلى	جانب	اختيار	0.012146
إلى	جانب	بعض	0.012146
إلى	جانب	دعم	0.012146
إلى	جانب	من	0.012146
إلى	جانب	أعضاء	0.012146
إلى	جانب	تنظيم	0.012146
إلى	جانب	رئيس	0.012146
إلى	جندي	أمريكي	1.000000
إلى	حالات	و	0.500000
إلى	حالة	من	0.476190
إلى	حالة	بينما	0.142857
إلى	حد	كبير	0.572816
إلى	حد	ما	0.257282
إلى	حد	بعيد	0.063107
إلى	حد	الساعة	0.014563
إلى	حزب	الله	0.733333
إلى	حقيقة	أن	0.750000
إلى	حل	وسط	0.304348
إلى	حوالي	دولار	0.187500
إلى	خارج	المملكة	0.357143
إلى	خط	النهاية	0.800000
إلى	خطة	العمل	0.600000
إلى	خلاف	ذلك	1.000000
إلى	خلق	فرص	0.300000
إلى	دخول	المستشفى	0.571429
إلى	درجة	أنه	0.190476
إلى	درجة	على	0.142857
إلى	دور	الـ	0.421053
إلى	دولار	ا	0.468750
إلى	دولار	في	0.125000
إلى	دولار	لكل	0.093750
إلى	ذلك	فإن	0.080537
إلى	ذلك	قال	0.060403
إلى	ذلك	من	0.046980
إلى	ذلك	يمكن	0.046980
إلى	ذلك	في	0.046980
إلى	ذلك	لا	0.026846
إلى	ذلك	تم	0.020134
إلى	ذلك	أعلن	0.020134
إلى	ذلك	ذكرت	0.020134
إلى	ذلك	فلا	0.020134
إلى	ذلك	قالت	0.020134
إلى	ذلك	فإنه	0.020134
إلى	رئيس	الوزراء	0.291667
إلى	رئيس	السلطة	0.166667
إلى	رئيس	البلاد	0.125000
إلى	رئيس	مجلس	0.125000
إلى	رئيسة	الوزراء	0.750000
إلى	ربع	النهائي	0.800000
إلى	رحمة	الله	1.000000
إلى	رد	فعل	0.666667
إلى	روسيا	في	0.186047
إلى	روسيا	لكن	0.069767
إلى	روسيا	على	0.069767
إلى	زيادة	في	0.142857
إلى	زيادة	عدد	0.102041
إلى	زيادة	كبيرة	0.081633
إلى	زيادة	الطلب	0.081633
إلى	زيادة	خطر	0.081633
إلى	سبع	سنوات	0.750000
إلى	ست	نقاط	1.000000
إلى	ستة	أشهر	0.500000
إلى	سلسلة	من	0.750000
إلى	سوق	العمل	0.600000
إلى	شبه	جزيرة	0.875000
إلى	شخص	آخر	0.333333
إلى	شخصا	فيما	0.307692
إلى	شديد	الحرارة	0.750000
إلى	شرح	عن	0.526316
إلى	شرح	حول	0.315789
إلى	صف	الوطن	1.000000
إلى	طاقة	نظيفة	0.750000
إلى	ظهور	بعض	0.444444
إلى	عالم	الفن	0.333333
إلى	عام	ا	0.214286
إلى	عدد	من	0.769231
إلى	عدم	وجود	0.250000
إلى	عدم	قدرة	0.093750
إلى	عين	المكان	1.000000
إلى	غاية	الساعة	0.155844
إلى	غاية	يوم	0.103896
إلى	غاية	القضاء	0.090909
إلى	غاية	منتصف	0.077922
إلى	غاية	اليوم	0.077922
إلى	غاية	نهاية	0.051948
إلى	غاية	الـ	0.038961
إلى	غاية	مارس	0.038961
إلى	غير	ذلك	1.000000
إلى	قائد	الثورة	0.750000
إلى	قبل	الميلاد	1.000000
إلى	قطع	الطريق	0.333333
إلى	قواعد	عسكرية	0.750000
إلى	كأس	العالم	1.000000
إلى	كل	من	0.536585
إلى	كل	ما	0.073171
إلى	كم	ساعة	0.750000
إلى	كوريا	الجنوبية	0.444444
إلى	كوريا	الشمالية	0.444444
إلى	ما	دون	0.121212
إلى	ما	بعد	0.106061
إلى	ما	هو	0.060606
إلى	ما	لا	0.053030
إلى	ما	بين	0.045455
إلى	ما	كانت	0.037879
إلى	ما	فوق	0.037879
إلى	ما	قبل	0.037879
إلى	ما	وراء	0.030303
إلى	ما	يشبه	0.030303
إلى	ما	يقوله	0.022727
إلى	ما	كان	0.022727
إلى	ما	يسمى	0.022727
إلى	ما	نحن	0.022727
إلى	ما	ي	0.022727
إلى	ما	تم	0.022727
إلى	متر	ا	0.666667
إلى	مثل	هذه	0.666667
إلى	مجلس	الأمن	0.444444
إلى	مجلس	الوزراء	0.222222
إلى	مجلس	إدارة	0.166667
إلى	مجموعة	من	0.666667
إلى	محكمة	العدل	0.500000
إلى	مرحلة	جديدة	0.277778
إلى	مرحلة	ما	0.166667
إلى	مرحلة	أخرى	0.166667
إلى	مزيد	من	1.000000
إلى	مستشفى	في	0.368421
إلى	مستوى	جديد	0.078947
إلى	مستوى	غير	0.078947
إلى	مصلحة	حفظ	0.571429
إلى	مطار	بن	0.545455
إلى	معالجة	هذه	0.600000
إلى	مقتل	شخصا	0.217391
إلى	مقتل	شخصين	0.130435
إلى	مقر	وزارة	0.454545
إلى	مكان	الحادث	0.431818
إلى	ملايين	و	0.312500
إلى	ملايين	دولار	0.250000
إلى	ملايين	شخص	0.187500
إلى	مليون	دولار	0.333333
إلى	مليون	و	0.181818
إلى	مليون	شخص	0.121212
إلى	من	قيمة	0.115385
إلى	موقع	الحادث	0.214286
إلى	نحو	مليون	0.241379
إلى	نحو	من	0.103448
إلى	نحو	في	0.103448
إلى	نصف	النهائي	0.727273
إلى	نصف	مليون	0.272727
إلى	نقاط	في	0.750000
إلى	نقطة	في	0.318182
إلى	نوع	من	0.666667
إلى	هذا	البلد	0.166667
إلى	هذا	الحد	0.142857
إلى	هذا	المستوى	0.071429
إلى	هذه	المرحلة	0.140000
إلى	هذه	النقطة	0.060000
إلى	هذه	النتيجة	0.060000
إلى	وجود	مشكلة	0.121212
إلى	وزارة	الخارجية	0.142857
إلى	وزارة	المالية	0.142857
إلى	وزير	الداخلية	0.230769
إلى	وزير	الخارجية	0.230769
إلى	وسائل	الإعلام	0.538462
إلى	وسائل	التواصل	0.230769
إلى	وضع	حد	0.263158
إلى	وضعها	الطبيعي	0.750000
إلى	وفاة	و	0.571429
إلى	وقف	إطلاق	0.275862
إلى	وقف	لإطلاق	0.103448
إلى	وقف	القتال	0.103448
إلى	وهو	أعلى	0.545455
إلى	وهو	ما	0.272727
إليزابيث	الثانية	الخميس	0.083333
إليزابيث	الثانية	على	0.083333
إليزابيث	الثانية	إلى	0.062500
إليكم	نظرة	في	0.750000
إليه	على	أنه	0.769231
إليه	في	نهاية	0.130435
إليه	في	هذا	0.130435
إليه	من	قبل	0.333333
إما	عن	طريق	0.750000
إما	من	خلال	0.500000
إيجاد	حل	عادل	0.454545
ا	آخر	من	0.235294
ا	أكثر	من	0.272727
ا	أم	لا	0.750000
ا	أمريكي	ا	1.000000
ا	أن	ه	0.073034
ا	أن	هذه	0.050562
ا	أن	هذا	0.039326
ا	أن	كل	0.028090
ا	أن	ها	0.022472
ا	أن	تكون	0.022472
ا	أن	على	0.016854
ا	أن	حزب	0.016854
ا	أن	الحكومة	0.016854
ا	أن	ذلك	0.016854
ا	أن	يكون	0.016854
ا	أن	هناك	0.016854
ا	أنه	من	0.111111
ا	أنه	يجب	0.088889
ا	أنه	ليس	0.088889
ا	أنه	في	0.066667
ا	أو	أنهم	0.111111
ا	إذا	كان	0.421053
ا	إذا	كانت	0.157895
ا	إضافي	ا	1.000000
ا	إلا	أن	0.636364
ا	إلى	أن	0.413534
ا	إلى	أنه	0.086466
ا	إلى	حد	0.026316
ا	إلى	زيادة	0.015038
ا	إلى	أنها	0.015038
ا	إلى	دولار	0.015038
ا	إلى	أي	0.011278
ا	إلى	عدم	0.011278
ا	الحصول	على	1.000000
ا	الى	أن	0.333333
ا	بالإضافة	إلى	1.000000
ا	بشكل	كبير	0.230769
ا	بعد	يوم	0.192308
ا	بعد	أن	0.192308
ا	بـ	وجهة	0.500000
ا	بما	يكفي	0.363636
ا	بما	في	0.272727
ا	بين	و	0.235294
ا	تمام	ا	1.000000
ا	جد	ا	1.000000
ا	جديد	ا	0.964286
ا	جزء	من	0.600000
ا	جوي	ا	1.000000
ا	جيد	ا	1.000000
ا	حتى	الآن	0.272727
ا	حقيقي	ا	1.000000
ا	حول	كيفية	0.272727
ا	خاص	ا	1.000000
ا	خطير	ا	1.000000
ا	دائم	ا	1.000000
ا	دولار	ا	1.000000
ا	رئيس	ا	1.000000
ا	رئيسي	ا	1.000000
ا	رائع	ا	1.000000
ا	رسمي	ا	1.000000
ا	شخصي	ا	1.000000
ا	صعب	ا	1.000000
ا	صغير	ا	1.000000
ا	طبيعي	ا	1.000000
ا	طويل	ا	1.000000
ا	عالمي	ا	1.000000
ا	عام	ا	0.800000
ا	على	أن	0.077465
ا	على	الأقل	0.045775
ا	على	سؤال	0.042254
ا	على	ما	0.024648
ا	على	الأقدام	0.014085
ا	على	ذلك	0.014085
ا	على	العمل	0.014085
ا	على	متن	0.014085
ا	على	أنه	0.014085
ا	على	مستوى	0.014085
ا	على	المستوى	0.010563
ا	على	صحة	0.010563
ا	على	قائمة	0.010563
ا	على	مواقع	0.010563
ا	على	كافة	0.010563
ا	على	حياة	0.010563
ا	على	مسافة	0.010563
ا	على	عقب	0.010563
ا	على	هذا	0.010563
ا	عن	طريق	0.064220
ا	عن	الطعام	0.064220
ا	عن	أي	0.036697
ا	غني	ا	1.000000
ا	ف	ب	0.777778
ا	فريد	ا	1.000000
ا	فقط	في	0.428571
ا	فكري	ا	1.000000
ا	في	العالم	0.027397
ا	في	هذا	0.024658
ا	في	عام	0.013699
ا	في	السنوات	0.013699
ا	في	الوقت	0.013699
ا	في	مصر	0.010959
ا	في	وقت	0.010959
ا	في	المنطقة	0.010959
ا	في	الحفاظ	0.010959
ا	في	الساعة	0.010959
ا	في	اليوم	0.010959
ا	في	مدينة	0.010959
ا	في	جميع	0.010959
ا	في	هذه	0.010959
ا	في	ما	0.010959
ا	في	الجانب	0.010959
ا	في	بعض	0.010959
ا	في	العاصمة	0.008219
ا	في	الولايات	0.008219
ا	في	ظل	0.008219
ا	في	يوم	0.008219
ا	في	الدفاع	0.008219
ا	في	الثانية	0.008219
ا	في	عملية	0.008219
ا	في	الماضي	0.008219
ا	في	حال	0.008219
ا	في	مجال	0.008219
ا	فيما	يتعلق	0.500000
ا	قبل	أن	0.500000
ا	قوي	ا	1.000000
ا	كبير	ا	1.000000
ا	لأن	العديد	0.214286
ا	لكل	ألف	0.400000
ا	لكن	من	0.150000
ا	للحصول	على	1.000000
ا	للمرة	الأولى	1.000000
ا	لم	يعد	0.333333
