thank	you	need	to	0.023520
thank	you	can	i	0.023520
do	you	have	to	0.023040
looking	forward	to	know	0.022800
looking	forward	to	help	0.022800
looking	forward	to	find	0.022800
looking	forward	to	take	0.022800
hope	you	have	a	0.022400
i	would	like	follow	0.022400
what	about	you	can	0.022400
how	do	you	too	0.022400
how	do	you	might	0.022400
how	do	you	could	0.022400
how	do	you	were	0.022400
how	do	you	dont	0.022400
how	was	it	will	0.022400
how	was	it	has	0.022400
i	need	to	make	0.022400
i	need	to	see	0.022400
i	need	to	go	0.022400
i	need	to	have	0.022400
i	want	to	make	0.022400
i	want	to	see	0.022400
i	want	to	go	0.022400
i	want	to	have	0.022400
what	are	you	know	0.022400
what	are	you	have	0.022400
when	are	you	know	0.022400
when	are	you	have	0.022400
where	do	you	know	0.022400
where	do	you	have	0.022400
let	me	know	when	0.022000
nice	to	meet	up	0.022000
nice	to	meet	with	0.022000
where	are	you	need	0.022000
where	are	you	want	0.022000
would	you	like	chat	0.022000
forward	to	the	time	0.021760
hello	how	are	you	0.021600
hi	how	are	you	0.021600
how	about	it	was	0.021600
how	can	we	are	0.021600
im	sorry	to	a	0.021600
pick	me	from	a	0.021600
what	about	it	was	0.021600
what	do	we	are	0.021600
when	do	we	are	0.021600
where	do	we	are	0.021600
going	to	do	you	0.021120
how	about	that	is	0.021120
how	did	that	is	0.021120
what	about	that	is	0.021120
what	did	he	is	0.021120
what	did	she	is	0.021120
why	did	he	is	0.021120
why	did	she	is	0.021120
im	sorry	about	your	0.021000
forward	to	the	day	0.020672
im	going	to	know	0.020400
im	going	to	help	0.020400
im	going	to	find	0.020400
im	going	to	take	0.020400
would	you	like	post	0.020400
do	you	have	a	0.020160
how	about	you	can	0.020160
thank	you	will	be	0.020160
they	are	you	can	0.020160
you	are	you	can	0.020160
help	me	with	their	0.020000
how	can	you	will	0.020000
how	did	you	will	0.020000
how	long	will	you	0.020000
i	dont	know	if	0.020000
i	dont	know	that	0.020000
i	have	to	this	0.020000
i	hope	you	will	0.020000
i	love	it	is	0.020000
im	sorry	for	this	0.020000
meet	me	at	this	0.020000
running	late	to	their	0.020000
tell	me	about	the	0.020000
thank	you	for	this	0.020000
want	to	see	you	0.020000
we	will	see	you	0.020000
what	time	is	that	0.020000
who	are	you	will	0.020000
why	are	you	will	0.020000
why	did	you	will	0.020000
i	would	like	group	0.019840
forward	to	the	week	0.019584
can	you	please	let	0.019200
good	morning	how	are	0.019200
happy	birthday	to	do	0.019200
have	a	good	luck	0.019200
have	a	nice	to	0.019200
help	me	find	out	0.019200
how	about	we	will	0.019200
how	about	we	can	0.019200
how	are	you	look	0.019200
how	are	you	see	0.019200
how	are	you	there	0.019200
how	can	i	was	0.019200
how	did	it	will	0.019200
how	did	it	has	0.019200
how	much	is	a	0.019200
how	much	is	not	0.019200
i	hope	this	is	0.019200
i	know	what	is	0.019200
i	love	you	know	0.019200
i	love	you	have	0.019200
i	love	this	is	0.019200
i	think	this	is	0.019200
im	so	sorry	about	0.019200
im	sorry	to	my	0.019200
let	us	know	you	0.019200
nice	to	see	if	0.019200
pick	me	from	my	0.019200
running	late	for	you	0.019200
see	you	soon	morning	0.019200
see	you	there	is	0.019200
show	me	what	is	0.019200
show	me	how	are	0.019200
sorry	about	that	was	0.019200
talk	to	you	should	0.019200
thank	you	so	i	0.019200
thanks	for	help	me	0.019200
trying	to	find	out	0.019200
what	did	you	know	0.019200
what	did	you	have	0.019200
what	do	you	should	0.019200
when	do	you	know	0.019200
when	do	you	have	0.019200
when	is	it	will	0.019200
when	is	it	has	0.019200
where	is	it	will	0.019200
where	is	it	has	0.019200
why	do	you	know	0.019200
why	do	you	have	0.019200
thank	you	can	we	0.018816
would	you	like	share	0.018800
forward	to	the	month	0.018496
we	are	you	can	0.018144
how	much	are	you	0.018000
is	there	are	you	0.018000
tell	me	about	a	0.018000
there	are	you	will	0.018000
didnt	want	to	the	0.018000
dont	want	to	the	0.018000
have	a	great	job	0.018000
hi	there	is	it	0.018000
how	long	is	it	0.018000
i	dont	think	about	0.018000
im	sorry	about	our	0.018000
running	late	for	that	0.018000
are	you	going	to	0.017600
i	know	that	is	0.017600
i	think	that	is	0.017600
let	me	know	where	0.017600
let	me	know	why	0.017600
nice	to	meet	there	0.017600
where	are	you	too	0.017600
where	are	you	might	0.017600
where	are	you	could	0.017600
where	are	you	were	0.017600
where	are	you	dont	0.017600
where	are	going	to	0.017600
you	are	going	to	0.017600
forward	to	the	year	0.017408
can	we	talk	to	0.017280
do	you	know	what	0.017280
happy	birthday	hope	you	0.017280
i	think	it	was	0.017280
wait	for	it	was	0.017280
want	to	do	you	0.017280
what	do	i	am	0.017280
when	do	i	am	0.017280
when	will	we	are	0.017280
where	do	i	am	0.017280
why	do	we	are	0.017280
how	do	you	look	0.016800
how	do	you	see	0.016800
how	do	you	there	0.016800
i	need	to	know	0.016800
i	need	to	help	0.016800
i	need	to	find	0.016800
i	need	to	take	0.016800
i	want	to	know	0.016800
i	want	to	help	0.016800
i	want	to	find	0.016800
i	want	to	take	0.016800
im	sorry	to	your	0.016800
pick	me	from	your	0.016800
what	are	you	should	0.016800
when	are	you	should	0.016800
where	do	you	should	0.016800
forward	to	the	way	0.016320
are	you	want	to	0.016200
didnt	want	to	a	0.016200
dont	want	to	a	0.016200
need	to	do	you	0.016128
happy	birthday	to	get	0.016000
have	a	good	to	0.016000
help	me	with	this	0.016000
hope	you	have	been	0.016000
how	about	we	have	0.016000
how	is	it	would	0.016000
how	is	it	could	0.016000
how	many	do	not	0.016000
how	much	is	that	0.016000
im	so	sorry	to	0.016000
running	late	to	this	0.016000
running	late	sorry	for	0.016000
talk	to	you	need	0.016000
talk	to	you	want	0.016000
tell	me	about	my	0.016000
what	about	you	will	0.016000
what	did	they	are	0.016000
what	do	you	need	0.016000
what	do	you	want	0.016000
when	do	they	are	0.016000
when	will	they	are	0.016000
where	do	they	are	0.016000
why	did	they	are	0.016000
why	do	they	are	0.016000
cant	wait	for	the	0.016000
how	can	you	know	0.016000
how	can	you	have	0.016000
how	did	you	know	0.016000
how	did	you	have	0.016000
how	long	will	not	0.016000
how	was	your	name	0.016000
how	was	your	time	0.016000
i	dont	know	you	0.016000
i	have	to	be	0.016000
i	hope	you	know	0.016000
i	hope	you	have	0.016000
im	sorry	for	you	0.016000
let	me	see	you	0.016000
pick	me	at	the	0.016000
see	you	later	morning	0.016000
see	you	there	are	0.016000
sorry	about	it	is	0.016000
sorry	for	the	time	0.016000
what	is	it	will	0.016000
what	is	it	has	0.016000
what	time	is	he	0.016000
what	time	is	she	0.016000
when	will	you	know	0.016000
when	will	you	have	0.016000
where	is	the	time	0.016000
who	are	you	know	0.016000
who	are	you	have	0.016000
who	is	it	will	0.016000
who	is	it	has	0.016000
why	are	you	know	0.016000
why	are	you	have	0.016000
why	did	you	know	0.016000
why	did	you	have	0.016000
why	is	it	will	0.016000
why	is	it	has	0.016000
would	you	like	comment	0.015600
arent	we	are	you	0.015552
can	we	are	you	0.015552
werent	we	are	you	0.015552
trying	to	do	you	0.015360
can	i	have	to	0.015360
forward	to	the	place	0.015232
how	was	your	day	0.015200
looking	forward	to	give	0.015200
looking	forward	to	keep	0.015200
looking	forward	to	start	0.015200
looking	forward	to	finish	0.015200
looking	forward	to	check	0.015200
looking	forward	to	send	0.015200
looking	forward	to	call	0.015200
looking	forward	to	work	0.015200
looking	forward	to	sleep	0.015200
looking	forward	to	eat	0.015200
looking	forward	to	drink	0.015200
looking	forward	to	buy	0.015200
sorry	for	the	day	0.015200
where	is	the	day	0.015200
are	you	can	i	0.015120
are	you	need	to	0.015120
i	have	to	that	0.015000
im	sorry	for	that	0.015000
im	sorry	about	their	0.015000
meet	me	at	that	0.015000
thank	you	for	that	0.015000
arent	there	are	you	0.014400
arent	they	are	you	0.014400
cant	wait	for	a	0.014400
pick	me	at	a	0.014400
stay	there	are	you	0.014400
there	are	you	know	0.014400
there	are	you	have	0.014400
walk	there	are	you	0.014400
werent	there	are	you	0.014400
werent	they	are	you	0.014400
at	the	office	meeting	0.014400
can	you	send	me	0.014400
didnt	want	to	my	0.014400
do	you	know	if	0.014400
do	you	know	that	0.014400
do	you	have	been	0.014400
dont	want	to	my	0.014400
good	morning	team	game	0.014400
good	morning	team	meeting	0.014400
have	a	great	idea	0.014400
hello	there	is	it	0.014400
hey	there	is	it	0.014400
hi	there	is	this	0.014400
hope	you	are	we	0.014400
hope	you	are	they	0.014400
how	about	you	will	0.014400
how	can	i	think	0.014400
how	can	i	know	0.014400
how	can	i	want	0.014400
how	can	we	will	0.014400
how	long	is	this	0.014400
how	many	are	we	0.014400
how	many	are	they	0.014400
how	much	will	be	0.014400
how	was	your	week	0.014400
i	am	not	sure	0.014400
i	know	what	are	0.014400
i	love	you	should	0.014400
i	love	it	was	0.014400
i	think	so	much	0.014400
im	so	happy	to	0.014400
im	sorry	about	it	0.014400
im	sorry	to	our	0.014400
let	us	know	how	0.014400
meet	me	there	was	0.014400
nice	to	see	what	0.014400
on	the	phone	code	0.014400
pick	me	from	our	0.014400
see	you	soon	afternoon	0.014400
see	you	soon	evening	0.014400
see	you	soon	night	0.014400
show	me	what	are	0.014400
sorry	for	the	week	0.014400
tell	me	how	are	0.014400
thank	you	so	that	0.014400
thank	you	so	many	0.014400
thanks	for	help	you	0.014400
they	are	you	will	0.014400
what	are	we	will	0.014400
what	are	we	can	0.014400
what	did	you	should	0.014400
what	did	he	was	0.014400
what	did	she	was	0.014400
what	do	we	will	0.014400
what	do	we	can	0.014400
when	are	we	will	0.014400
when	are	we	can	0.014400
when	do	you	should	0.014400
when	do	we	will	0.014400
when	do	we	can	0.014400
where	do	we	will	0.014400
where	do	we	can	0.014400
where	is	the	week	0.014400
why	are	there	is	0.014400
why	did	he	was	0.014400
why	did	she	was	0.014400
why	do	you	should	0.014400
with	the	team	game	0.014400
with	the	team	meeting	0.014400
you	are	you	will	0.014400
thank	you	have	to	0.014336
forward	to	the	thing	0.014144
would	you	like	follow	0.014000
how	was	it	would	0.014000
how	was	it	could	0.014000
tell	me	about	your	0.014000
what	are	you	need	0.014000
what	are	you	want	0.014000
when	are	you	need	0.014000
when	are	you	want	0.014000
where	do	you	need	0.014000
where	do	you	want	0.014000
at	the	office	project	0.013632
for	the	meeting	project	0.013632
good	morning	team	project	0.013632
on	the	phone	app	0.013632
with	the	team	project	0.013632
forward	to	the	best	0.013600
forward	to	a	lot	0.013600
forward	to	see	you	0.013600
how	was	your	month	0.013600
im	going	to	give	0.013600
im	going	to	keep	0.013600
im	going	to	start	0.013600
im	going	to	finish	0.013600
im	going	to	check	0.013600
im	going	to	send	0.013600
im	going	to	call	0.013600
im	going	to	work	0.013600
im	going	to	sleep	0.013600
im	going	to	eat	0.013600
im	going	to	drink	0.013600
im	going	to	buy	0.013600
sorry	for	the	month	0.013600
where	is	the	month	0.013600
can	i	have	a	0.013440
thank	you	are	we	0.013440
thank	you	are	they	0.013440
you	can	you	are	0.013440
do	you	can	i	0.013440
dont	need	to	the	0.013440
arent	going	to	the	0.013200
it	is	going	to	0.013200
it	was	going	to	0.013200
let	me	know	who	0.013200
let	me	know	the	0.013200
nice	to	meet	soon	0.013200
nice	to	meet	later	0.013200
that	is	going	to	0.013200
this	is	going	to	0.013200
where	are	you	look	0.013200
where	are	you	see	0.013200
where	are	you	there	0.013200
forward	to	the	person	0.013056
we	are	you	will	0.012960
are	you	will	be	0.012960
know	how	are	you	0.012960
know	what	are	you	0.012960
there	is	it	was	0.012960
this	is	it	was	0.012960
at	the	office	deadline	0.012864
for	the	meeting	deadline	0.012864
good	morning	team	score	0.012864
good	morning	team	deadline	0.012864
with	the	team	score	0.012864
with	the	team	deadline	0.012864
can	i	help	me	0.012800
can	you	please	send	0.012800
can	you	call	me	0.012800
cant	wait	for	my	0.012800
good	to	see	if	0.012800
happy	birthday	to	make	0.012800
happy	birthday	to	see	0.012800
happy	birthday	to	go	0.012800
happy	birthday	to	have	0.012800
have	a	good	job	0.012800
hope	you	feel	like	0.012800
how	about	we	should	0.012800
how	are	you	guys	0.012800
how	are	you	all	0.012800
how	are	you	ready	0.012800
how	are	you	free	0.012800
how	are	you	sure	0.012800
how	are	you	welcome	0.012800
how	are	you	rock	0.012800
how	are	you	bet	0.012800
how	is	it	should	0.012800
how	is	it	might	0.012800
how	is	it	looks	0.012800
how	is	it	seems	0.012800
how	is	it	makes	0.012800
how	much	is	he	0.012800
how	much	is	she	0.012800
how	was	your	year	0.012800
i	am	going	on	0.012800
i	am	happy	birthday	0.012800
i	know	you	are	0.012800
i	want	you	are	0.012800
i	will	call	me	0.012800
i	will	do	you	0.012800
looking	for	help	me	0.012800
pick	me	at	my	0.012800
running	late	to	be	0.012800
show	me	the	time	0.012800
sorry	about	that	time	0.012800
sorry	for	the	year	0.012800
talk	to	you	too	0.012800
talk	to	you	might	0.012800
talk	to	you	could	0.012800
talk	to	you	were	0.012800
talk	to	you	dont	0.012800
tell	me	what	is	0.012800
thank	you	very	much	0.012800
thanks	for	your	name	0.012800
thanks	for	your	time	0.012800
wait	for	you	are	0.012800
what	about	you	know	0.012800
what	about	you	have	0.012800
what	do	you	too	0.012800
what	do	you	might	0.012800
what	do	you	could	0.012800
what	do	you	were	0.012800
what	do	you	dont	0.012800
what	do	they	are	0.012800
when	is	the	time	0.012800
when	will	it	has	0.012800
where	is	the	year	0.012800
will	you	call	me	0.012800
did	you	want	to	0.012600
didnt	want	to	your	0.012600
dont	want	to	your	0.012600
thank	you	have	a	0.012544
would	you	like	group	0.012400
show	me	the	day	0.012160
sorry	about	that	day	0.012160
thanks	for	your	day	0.012160
when	is	the	day	0.012160
are	you	can	we	0.012096
at	the	office	report	0.012096
dont	need	to	a	0.012096
for	the	meeting	report	0.012096
good	morning	team	match	0.012096
good	morning	team	report	0.012096
on	the	phone	laptop	0.012096
with	the	team	match	0.012096
with	the	team	report	0.012096
can	we	meet	me	0.012000
do	you	think	about	0.012000
give	me	a	lot	0.012000
going	to	see	you	0.012000
have	a	great	news	0.012000
help	me	with	that	0.012000
hope	you	are	the	0.012000
how	can	i	dont	0.012000
how	can	i	love	0.012000
how	can	i	just	0.012000
how	can	you	should	0.012000
how	can	we	have	0.012000
how	did	it	would	0.012000
how	did	it	could	0.012000
how	did	you	should	0.012000
how	long	will	do	0.012000
how	long	is	there	0.012000
how	many	are	the	0.012000
how	much	do	not	0.012000
how	was	your	email	0.012000
how	was	your	phone	0.012000
how	was	your	way	0.012000
i	dont	know	how	0.012000
i	dont	think	so	0.012000
i	have	to	do	0.012000
i	hope	you	should	0.012000
i	hope	it	is	0.012000
i	know	it	is	0.012000
i	know	how	are	0.012000
i	love	you	need	0.012000
i	love	you	want	0.012000
im	sorry	about	that	0.012000
im	sorry	about	this	0.012000
im	sorry	to	their	0.012000
it	was	a	lot	0.012000
let	us	know	when	0.012000
looking	for	a	lot	0.012000
meet	me	there	were	0.012000
nice	to	see	the	0.012000
pick	me	from	their	0.012000
running	late	for	me	0.012000
running	late	to	that	0.012000
see	you	soon	is	0.012000
see	you	later	afternoon	0.012000
see	you	later	evening	0.012000
see	you	later	night	0.012000
send	me	a	lot	0.012000
sorry	for	the	way	0.012000
sorry	for	this	is	0.012000
take	care	of	my	0.012000
tell	me	when	are	0.012000
tell	me	when	you	0.012000
tell	me	about	our	0.012000
text	me	when	are	0.012000
text	me	when	you	0.012000
thank	you	so	good	0.012000
there	is	there	are	0.012000
this	is	there	are	0.012000
to	the	store	buy	0.012000
well	see	you	are	0.012000
what	are	we	have	0.012000
what	did	you	need	0.012000
what	did	you	want	0.012000
what	do	we	have	0.012000
what	time	is	very	0.012000
what	time	is	so	0.012000
what	time	is	going	0.012000
when	are	we	have	0.012000
when	do	you	need	0.012000
when	do	you	want	0.012000
when	do	we	have	0.012000
when	is	it	would	0.012000
when	is	it	could	0.012000
when	will	you	should	0.012000
where	do	we	have	0.012000
where	is	it	would	0.012000
where	is	it	could	0.012000
where	is	the	way	0.012000
who	are	you	should	0.012000
who	are	they	will	0.012000
who	are	they	have	0.012000
why	are	you	should	0.012000
why	did	you	should	0.012000
why	do	you	need	0.012000
why	do	you	want	0.012000
forward	to	the	team	0.011968
arent	going	to	a	0.011880
did	you	need	to	0.011760
did	you	can	i	0.011760
can	i	have	you	0.011520
do	you	will	be	0.011520
good	to	know	what	0.011520
hello	there	is	this	0.011520
help	me	find	a	0.011520
hey	there	is	this	0.011520
how	about	you	know	0.011520
how	about	you	have	0.011520
how	about	that	was	0.011520
how	did	that	was	0.011520
how	do	we	are	0.011520
i	am	so	much	0.011520
i	hope	so	much	0.011520
i	know	what	do	0.011520
show	me	the	week	0.011520
show	me	what	do	0.011520
sorry	about	that	week	0.011520
sorry	about	it	was	0.011520
thanks	for	your	week	0.011520
they	are	you	know	0.011520
they	are	you	have	0.011520
trying	to	find	a	0.011520
want	to	the	time	0.011520
we	can	you	are	0.011520
what	about	that	was	0.011520
what	about	we	are	0.011520
what	did	we	are	0.011520
what	do	i	have	0.011520
what	is	that	was	0.011520
what	time	will	be	0.011520
when	do	i	have	0.011520
when	is	the	week	0.011520
when	will	we	can	0.011520
where	are	we	will	0.011520
where	are	we	can	0.011520
where	do	i	have	0.011520
who	is	that	was	0.011520
why	are	we	will	0.011520
why	are	we	can	0.011520
why	did	we	are	0.011520
why	do	we	will	0.011520
why	do	we	can	0.011520
why	do	i	am	0.011520
why	is	that	was	0.011520
will	you	please	let	0.011520
you	are	you	know	0.011520
you	are	you	have	0.011520
at	the	office	client	0.011328
for	the	meeting	client	0.011328
good	morning	team	player	0.011328
good	morning	team	client	0.011328
on	the	phone	software	0.011328
with	the	team	player	0.011328
with	the	team	client	0.011328
how	many	do	we	0.011200
how	was	your	place	0.011200
sorry	for	the	place	0.011200
thank	you	are	the	0.011200
where	is	the	place	0.011200
cant	wait	for	your	0.011200
how	do	you	guys	0.011200
how	do	you	all	0.011200
how	do	you	ready	0.011200
how	do	you	free	0.011200
how	do	you	sure	0.011200
how	do	you	welcome	0.011200
how	do	you	rock	0.011200
how	do	you	bet	0.011200
how	was	it	should	0.011200
how	was	it	might	0.011200
how	was	it	looks	0.011200
how	was	it	seems	0.011200
how	was	it	makes	0.011200
i	need	to	give	0.011200
i	need	to	keep	0.011200
i	need	to	start	0.011200
i	need	to	finish	0.011200
i	need	to	check	0.011200
i	need	to	send	0.011200
i	need	to	call	0.011200
i	need	to	work	0.011200
i	need	to	sleep	0.011200
i	need	to	eat	0.011200
i	need	to	drink	0.011200
i	need	to	buy	0.011200
i	want	to	give	0.011200
i	want	to	keep	0.011200
i	want	to	start	0.011200
i	want	to	finish	0.011200
i	want	to	check	0.011200
i	want	to	send	0.011200
i	want	to	call	0.011200
i	want	to	work	0.011200
i	want	to	sleep	0.011200
i	want	to	eat	0.011200
i	want	to	drink	0.011200
i	want	to	buy	0.011200
pick	me	at	your	0.011200
what	are	you	too	0.011200
what	are	you	might	0.011200
what	are	you	could	0.011200
what	are	you	were	0.011200
what	are	you	dont	0.011200
what	time	did	you	0.011200
when	are	you	too	0.011200
when	are	you	might	0.011200
when	are	you	could	0.011200
when	are	you	were	0.011200
when	are	you	dont	0.011200
where	do	you	too	0.011200
where	do	you	might	0.011200
where	do	you	could	0.011200
where	do	you	were	0.011200
where	do	you	dont	0.011200
wasnt	going	to	the	0.011000
want	to	the	day	0.010944
forward	to	the	same	0.010880
forward	to	the	first	0.010880
forward	to	the	other	0.010880
forward	to	the	next	0.010880
forward	to	the	last	0.010880
forward	to	the	company	0.010880
forward	to	a	time	0.010880
show	me	the	month	0.010880
sorry	about	that	month	0.010880
thanks	for	your	month	0.010880
when	is	the	month	0.010880
can	you	want	to	0.010800
didnt	want	to	our	0.010800
dont	want	to	our	0.010800
it	is	it	was	0.010800
miss	you	want	to	0.010800
there	are	you	should	0.010800
doesnt	work	on	the	0.010752
wont	work	on	the	0.010752
wouldnt	work	on	the	0.010752
do	you	can	we	0.010752
dont	need	to	my	0.010752
need	to	the	time	0.010752
thank	you	know	what	0.010752
to	the	store	order	0.010720
arent	going	to	my	0.010560
how	are	going	to	0.010560
at	the	office	email	0.010560
for	the	meeting	email	0.010560
good	morning	team	win	0.010560
good	morning	team	email	0.010560
i	love	that	is	0.010560
on	the	phone	update	0.010560
when	will	he	is	0.010560
when	will	she	is	0.010560
